Day,Month,DayNumber,Year,StartTime,,VisitorPoints,,HomePoints,AttendeeNumber
Thu,Dec,22,2016,10:30p,SAS,101,LAC,106,19060
Thu,Dec,22,2016,8:00p,LAL,107,MIA,115,19712
Thu,Dec,22,2016,7:30p,ORL,95,NYK,106,19812
Fri,Dec,23,2016,7:30p,OKC,117,BOS,112,18624
Fri,Dec,23,2016,7:00p,CHI,91,CHA,103,19249
Fri,Dec,23,2016,7:30p,BKN,99,CLE,119,20562
Fri,Dec,23,2016,9:00p,ATL,109,DEN,108,13823
Fri,Dec,23,2016,7:30p,GSW,119,DET,113,21012
Fri,Dec,23,2016,10:30p,DAL,90,LAC,88,19060
Fri,Dec,23,2016,8:00p,HOU,109,MEM,115,17454
Fri,Dec,23,2016,8:00p,WAS,96,MIL,123,15921
Fri,Dec,23,2016,8:00p,SAC,109,MIN,105,13288
Fri,Dec,23,2016,8:00p,MIA,87,NOP,91,16322
Fri,Dec,23,2016,7:00p,LAL,90,ORL,109,18846
Fri,Dec,23,2016,9:00p,PHI,116,PHX,123,16535
Fri,Dec,23,2016,10:00p,SAS,110,POR,90,19393
Fri,Dec,23,2016,9:00p,TOR,104,UTA,98,19911
Sun,Dec,25,2016,2:30p,GSW,108,CLE,109,20562
Sun,Dec,25,2016,10:30p,LAC,102,LAL,111,18997
Sun,Dec,25,2016,12:00p,BOS,119,NYK,114,19812
Sun,Dec,25,2016,8:00p,MIN,100,OKC,112,18203
Sun,Dec,25,2016,5:00p,CHI,100,SAS,119,18428
Mon,Dec,26,2016,7:30p,CHA,118,BKN,120,17732
Mon,Dec,26,2016,8:00p,IND,85,CHI,90,21922
Mon,Dec,26,2016,7:30p,CLE,90,DET,106,18123
Mon,Dec,26,2016,8:00p,PHX,115,HOU,131,18055
Mon,Dec,26,2016,10:30p,DEN,106,LAC,102,19060
Mon,Dec,26,2016,8:00p,ATL,90,MIN,104,15617
Mon,Dec,26,2016,8:00p,DAL,104,NOP,111,15764
Mon,Dec,26,2016,7:00p,MEM,102,ORL,112,17104
Mon,Dec,26,2016,10:00p,TOR,95,POR,91,19393
Mon,Dec,26,2016,10:30p,PHI,100,SAC,102,17608
Mon,Dec,26,2016,7:00p,MIL,102,WAS,107,15773
Tue,Dec,27,2016,7:30p,MEM,103,BOS,113,18624
Tue,Dec,27,2016,8:30p,HOU,123,DAL,107,20425
Tue,Dec,27,2016,10:30p,UTA,102,LAL,100,18997
Tue,Dec,27,2016,7:30p,OKC,106,MIA,94,19977
Wed,Dec,28,2016,7:30p,NYK,98,ATL,102,19066
Wed,Dec,28,2016,8:00p,BKN,99,CHI,101,21957
Wed,Dec,28,2016,9:00p,MIN,103,DEN,105,15093
Wed,Dec,28,2016,7:30p,MIL,119,DET,94,17222
Wed,Dec,28,2016,10:30p,TOR,111,GSW,121,19596
Wed,Dec,28,2016,8:00p,LAC,98,NOP,102,16647
Wed,Dec,28,2016,7:00p,CHA,120,ORL,101,18273
Wed,Dec,28,2016,10:00p,SAC,89,POR,102,19665
Wed,Dec,28,2016,8:30p,PHX,98,SAS,119,18418
Wed,Dec,28,2016,7:00p,IND,105,WAS,111,16172
Thu,Dec,29,2016,7:00p,MIA,82,CHA,91,19471
Thu,Dec,29,2016,8:00p,BOS,118,CLE,124,20562
Thu,Dec,29,2016,10:30p,DAL,101,LAL,89,18997
Thu,Dec,29,2016,8:00p,OKC,80,MEM,114,18119
Thu,Dec,29,2016,9:00p,TOR,91,PHX,99,18055
Thu,Dec,29,2016,9:00p,PHI,83,UTA,100,19911
Fri,Dec,30,2016,8:00p,DET,98,ATL,105,19009
Fri,Dec,30,2016,7:30p,MIA,114,BOS,117,18624
Fri,Dec,30,2016,9:00p,PHI,124,DEN,122,13619
Fri,Dec,30,2016,10:30p,DAL,99,GSW,108,19596
Fri,Dec,30,2016,8:00p,LAC,116,HOU,140,18055
Fri,Dec,30,2016,4:00p,CHI,101,IND,111,17923
Fri,Dec,30,2016,8:00p,MIL,99,MIN,116,17779
Fri,Dec,30,2016,8:00p,NYK,92,NOP,104,18124
Fri,Dec,30,2016,8:30p,POR,94,SAS,110,18418
Fri,Dec,30,2016,7:00p,BKN,95,WAS,118,16461
Sat,Dec,31,2016,7:00p,MIL,116,CHI,96,21838
Sat,Dec,31,2016,7:00p,CLE,121,CHA,109,19519
Sat,Dec,31,2016,8:00p,NYK,122,HOU,129,18055
Sat,Dec,31,2016,8:00p,LAC,88,OKC,114,18203
Sat,Dec,31,2016,5:00p,MEM,112,SAC,98,17608
Sat,Dec,31,2016,8:00p,PHX,86,UTA,91,19911
Sun,Jan,1,2017,6:00p,SAS,112,ATL,114,18088
Sun,Jan,1,2017,6:00p,ORL,104,IND,117,17530
Sun,Jan,1,2017,9:30p,TOR,123,LAL,114,18997
Sun,Jan,1,2017,6:00p,DET,107,MIA,98,19844
Sun,Jan,1,2017,7:00p,POR,95,MIN,89,15804
Mon,Jan,2,2017,7:30p,UTA,101,BKN,89,15634
Mon,Jan,2,2017,8:00p,CHA,111,CHI,118,21612
Mon,Jan,2,2017,7:00p,NOP,82,CLE,90,20562
Mon,Jan,2,2017,10:30p,DEN,119,GSW,127,19596
Mon,Jan,2,2017,8:00p,WAS,91,HOU,101,16569
Mon,Jan,2,2017,10:30p,PHX,98,LAC,109,19060
Mon,Jan,2,2017,7:00p,OKC,94,MIL,98,17423
Mon,Jan,2,2017,7:30p,ORL,115,NYK,103,19812
Tue,Jan,3,2017,7:30p,UTA,104,BOS,115,18624
Tue,Jan,3,2017,8:30p,WAS,105,DAL,113,19318
Tue,Jan,3,2017,9:00p,SAC,120,DEN,113,11018
Tue,Jan,3,2017,7:30p,IND,121,DET,116,13435
Tue,Jan,3,2017,10:30p,MEM,102,LAL,116,18997
Tue,Jan,3,2017,7:00p,MIN,91,PHI,93,17124
Tue,Jan,3,2017,9:00p,MIA,90,PHX,99,16772
Tue,Jan,3,2017,8:30p,TOR,82,SAS,110,18418
Wed,Jan,4,2017,7:00p,OKC,112,CHA,123,18418
Wed,Jan,4,2017,8:00p,CHI,106,CLE,94,20562
Wed,Jan,4,2017,10:30p,POR,117,GSW,125,19596
Wed,Jan,4,2017,10:30p,MEM,106,LAC,115,19060
Wed,Jan,4,2017,7:30p,MIL,105,NYK,104,19812
Wed,Jan,4,2017,7:00p,ATL,111,ORL,92,18846
Wed,Jan,4,2017,10:30p,MIA,107,SAC,102,17608
Thu,Jan,5,2017,8:30p,PHX,102,DAL,95,19570
Thu,Jan,5,2017,9:00p,SAS,127,DEN,99,14391
Thu,Jan,5,2017,7:30p,CHA,114,DET,115,13723
Thu,Jan,5,2017,8:00p,OKC,116,HOU,118,18055
Thu,Jan,5,2017,7:00p,BKN,109,IND,121,16421
Thu,Jan,5,2017,8:00p,ATL,99,NOP,94,15003
Thu,Jan,5,2017,10:30p,LAL,109,POR,118,19403
Thu,Jan,5,2017,7:30p,UTA,93,TOR,101,19800
Fri,Jan,6,2017,7:30p,PHI,106,BOS,110,18624
Fri,Jan,6,2017,7:30p,CLE,116,BKN,108,17732
Fri,Jan,6,2017,10:30p,MEM,128,GSW,119,19596
Fri,Jan,6,2017,10:30p,MIA,100,LAL,127,18997
Fri,Jan,6,2017,8:00p,NYK,116,MIL,111,18717
Fri,Jan,6,2017,7:00p,HOU,100,ORL,93,19272
Fri,Jan,6,2017,10:30p,LAC,106,SAC,98,17608
Fri,Jan,6,2017,7:00p,MIN,105,WAS,112,18686
Sat,Jan,7,2017,7:30p,NOP,108,BOS,117,18624
Sat,Jan,7,2017,8:00p,TOR,118,CHI,123,21195
Sat,Jan,7,2017,8:30p,ATL,97,DAL,82,19655
Sat,Jan,7,2017,7:00p,NYK,109,IND,123,17367
Sat,Jan,7,2017,8:00p,UTA,94,MIN,92,13945
Sat,Jan,7,2017,8:00p,DEN,106,OKC,121,18203
Sat,Jan,7,2017,8:30p,CHA,85,SAS,102,18418
Sun,Jan,8,2017,12:00p,PHI,105,BKN,95,16123
Sun,Jan,8,2017,3:30p,MIA,86,LAC,98,19060
Sun,Jan,8,2017,9:30p,ORL,95,LAL,111,18997
Sun,Jan,8,2017,8:00p,UTA,79,MEM,88,16112
Sun,Jan,8,2017,2:00p,WAS,107,MIL,101,15311
Sun,Jan,8,2017,8:30p,CLE,120,PHX,116,18055
Sun,Jan,8,2017,9:00p,DET,125,POR,124,13506
Sun,Jan,8,2017,9:00p,GSW,117,SAC,106,17608
Sun,Jan,8,2017,6:00p,HOU,129,TOR,122,19800
Mon,Jan,9,2017,8:00p,OKC,109,CHI,94,21923
Mon,Jan,9,2017,8:00p,DAL,92,MIN,101,9625
Mon,Jan,9,2017,7:30p,NOP,110,NYK,96,19812
Tue,Jan,10,2017,7:30p,ATL,117,BKN,97,13279
Tue,Jan,10,2017,10:30p,MIA,95,GSW,107,19596
Tue,Jan,10,2017,8:00p,CHA,114,HOU,121,16196
Tue,Jan,10,2017,10:30p,POR,108,LAL,87,18483
Tue,Jan,10,2017,10:30p,DET,94,SAC,100,17608
Tue,Jan,10,2017,8:30p,MIL,109,SAS,107,18418
Tue,Jan,10,2017,7:30p,BOS,106,TOR,114,19800
Tue,Jan,10,2017,9:00p,CLE,92,UTA,100,19911
Tue,Jan,10,2017,7:00p,CHI,99,WAS,101,14361
Wed,Jan,11,2017,8:00p,WAS,108,BOS,117,18624
Wed,Jan,11,2017,10:30p,ORL,96,LAC,105,19060
Wed,Jan,11,2017,8:00p,HOU,105,MIN,119,13858
Wed,Jan,11,2017,8:00p,MEM,95,OKC,103,18203
Wed,Jan,11,2017,7:00p,NYK,97,PHI,98,18755
Wed,Jan,11,2017,10:30p,CLE,86,POR,102,19393
Thu,Jan,12,2017,7:30p,NOP,104,BKN,95,14352
Thu,Jan,12,2017,3:00p,IND,112,DEN,140,18689
Thu,Jan,12,2017,10:30p,DET,107,GSW,127,19596
Thu,Jan,12,2017,8:00p,CHI,89,NYK,104,19812
Thu,Jan,12,2017,10:00p,DAL,113,PHX,108,19874
Thu,Jan,12,2017,8:30p,LAL,94,SAS,134,18418
Fri,Jan,13,2017,8:00p,BOS,103,ATL,101,18216
Fri,Jan,13,2017,8:00p,MEM,110,HOU,105,18055
Fri,Jan,13,2017,8:00p,MIA,108,MIL,116,17483
Fri,Jan,13,2017,8:00p,OKC,86,MIN,96,16644
Fri,Jan,13,2017,7:00p,CHA,93,PHI,102,18215
Fri,Jan,13,2017,10:00p,ORL,115,POR,109,19344
Fri,Jan,13,2017,10:30p,CLE,120,SAC,108,17608
Fri,Jan,13,2017,7:30p,BKN,113,TOR,132,19800
Fri,Jan,13,2017,10:30p,DET,77,UTA,110,19911
Sat,Jan,14,2017,5:00p,NOP,99,CHI,107,21916
Sat,Jan,14,2017,3:30p,LAL,97,LAC,113,19060
Sat,Jan,14,2017,6:00p,SAS,105,PHX,108,20532
Sat,Jan,14,2017,9:00p,ORL,107,UTA,114,19911
Sat,Jan,14,2017,8:00p,PHI,93,WAS,109,17880
Sun,Jan,15,2017,3:00p,MIL,98,ATL,111,14231
Sun,Jan,15,2017,6:00p,HOU,137,BKN,112,17732
Sun,Jan,15,2017,2:00p,MIN,87,DAL,98,19655
Sun,Jan,15,2017,9:30p,DET,102,LAL,97,18997
Sun,Jan,15,2017,9:00p,CHI,108,MEM,104,18119
Sun,Jan,15,2017,9:00p,OKC,122,SAC,118,17608
Sun,Jan,15,2017,3:00p,NYK,101,TOR,116,19800
Mon,Jan,16,2017,7:30p,CHA,98,BOS,108,18624
Mon,Jan,16,2017,5:00p,ORL,112,DEN,125,11217
Mon,Jan,16,2017,8:00p,CLE,91,GSW,126,19596
Mon,Jan,16,2017,4:00p,NOP,95,IND,98,15525
Mon,Jan,16,2017,10:30p,OKC,98,LAC,120,19060
Mon,Jan,16,2017,3:30p,PHI,113,MIL,104,13261
Mon,Jan,16,2017,1:00p,ATL,108,NYK,107,19812
Mon,Jan,16,2017,9:00p,UTA,106,PHX,101,16767
Mon,Jan,16,2017,2:00p,POR,101,WAS,120,17395
Tue,Jan,17,2017,7:30p,TOR,119,BKN,109,12874
Tue,Jan,17,2017,8:00p,DAL,99,CHI,98,21294
Tue,Jan,17,2017,10:30p,DEN,127,LAL,121,18412
Tue,Jan,17,2017,7:30p,HOU,103,MIA,109,19600
Tue,Jan,17,2017,8:30p,MIN,114,SAS,122,18418
Wed,Jan,18,2017,7:30p,NYK,117,BOS,106,18624
Wed,Jan,18,2017,7:00p,POR,85,CHA,107,15451
Wed,Jan,18,2017,8:00p,ATL,95,DET,118,15159
Wed,Jan,18,2017,10:30p,OKC,100,GSW,121,19596
Wed,Jan,18,2017,8:00p,MIL,92,HOU,111,15782
Wed,Jan,18,2017,8:00p,ORL,98,NOP,118,15818
Wed,Jan,18,2017,7:00p,TOR,89,PHI,94,17223
Wed,Jan,18,2017,10:30p,IND,106,SAC,100,17608
Wed,Jan,18,2017,7:00p,MEM,101,WAS,104,15079
Thu,Jan,19,2017,7:00p,PHX,103,CLE,118,20562
Thu,Jan,19,2017,10:30p,MIN,104,LAC,101,19060
Thu,Jan,19,2017,7:30p,DAL,95,MIA,99,19600
Thu,Jan,19,2017,8:00p,WAS,113,NYK,110,19812
Thu,Jan,19,2017,8:30p,DEN,104,SAS,118,18418
Fri,Jan,20,2017,8:00p,CHI,93,ATL,102,16328
Fri,Jan,20,2017,7:00p,TOR,78,CHA,113,18378
Fri,Jan,20,2017,8:30p,UTA,112,DAL,107,19421
Fri,Jan,20,2017,8:00p,GSW,125,HOU,108,18055
Fri,Jan,20,2017,10:30p,IND,95,LAL,108,18997
Fri,Jan,20,2017,8:00p,SAC,91,MEM,107,16991
Fri,Jan,20,2017,8:00p,BKN,143,NOP,114,17004
Fri,Jan,20,2017,7:00p,MIL,96,ORL,112,19307
Fri,Jan,20,2017,7:00p,POR,92,PHI,93,19476
Sat,Jan,21,2017,7:00p,PHI,93,ATL,110,15116
Sat,Jan,21,2017,5:00p,POR,127,BOS,123,18624
Sat,Jan,21,2017,9:00p,SAC,99,CHI,102,21606
Sat,Jan,21,2017,7:00p,BKN,105,CHA,112,18583
Sat,Jan,21,2017,8:30p,SAS,118,CLE,115,20562
Sat,Jan,21,2017,9:00p,LAC,98,DEN,123,16056
Sat,Jan,21,2017,6:00p,WAS,112,DET,113,18231
Sat,Jan,21,2017,8:00p,HOU,119,MEM,95,18119
Sat,Jan,21,2017,7:30p,MIL,97,MIA,109,19600
Sat,Jan,21,2017,7:30p,PHX,107,NYK,105,19812
Sat,Jan,21,2017,9:00p,IND,100,UTA,109,19911
Sun,Jan,22,2017,3:30p,LAL,73,DAL,122,19484
Sun,Jan,22,2017,7:00p,DEN,108,MIN,111,12788
Sun,Jan,22,2017,12:00p,GSW,118,ORL,98,18846
Sun,Jan,22,2017,6:00p,PHX,115,TOR,103,19800
Mon,Jan,23,2017,7:30p,LAC,115,ATL,105,12853
Mon,Jan,23,2017,7:30p,SAS,112,BKN,86,16643
Mon,Jan,23,2017,7:00p,WAS,109,CHA,99,15285
Mon,Jan,23,2017,7:30p,SAC,109,DET,104,14017
Mon,Jan,23,2017,8:00p,NYK,109,IND,103,16015
Mon,Jan,23,2017,7:30p,GSW,102,MIA,105,19600
Mon,Jan,23,2017,8:00p,HOU,114,MIL,127,14016
Mon,Jan,23,2017,8:00p,CLE,122,NOP,124,17758
Mon,Jan,23,2017,9:00p,OKC,97,UTA,95,19911
Tue,Jan,24,2017,9:00p,UTA,93,DEN,103,10867
Tue,Jan,24,2017,7:00p,CHI,100,ORL,92,18846
Tue,Jan,24,2017,7:00p,LAC,110,PHI,121,17591
Tue,Jan,24,2017,9:00p,MIN,112,PHX,111,17241
Tue,Jan,24,2017,7:00p,SAS,108,TOR,106,19800
Tue,Jan,24,2017,7:00p,BOS,108,WAS,123,16387
Wed,Jan,25,2017,7:30p,HOU,109,BOS,120,18624
Wed,Jan,25,2017,7:30p,MIA,109,BKN,106,14929
Wed,Jan,25,2017,8:00p,ATL,119,CHI,114,21445
Wed,Jan,25,2017,8:00p,GSW,113,CHA,103,19639
Wed,Jan,25,2017,7:00p,SAC,116,CLE,112,20562
Wed,Jan,25,2017,8:30p,NYK,95,DAL,103,19750
Wed,Jan,25,2017,8:00p,TOR,99,MEM,101,15904
Wed,Jan,25,2017,8:00p,PHI,114,MIL,109,13663
Wed,Jan,25,2017,8:00p,OKC,114,NOP,105,15277
Wed,Jan,25,2017,10:30p,LAL,98,POR,105,19393
Thu,Jan,26,2017,9:00p,PHX,120,DEN,127,12231
Thu,Jan,26,2017,8:00p,IND,109,MIN,103,14862
Thu,Jan,26,2017,8:00p,DAL,98,OKC,109,18203
Thu,Jan,26,2017,10:30p,LAL,88,UTA,96,19911
Fri,Jan,27,2017,8:00p,WAS,112,ATL,86,16968
Fri,Jan,27,2017,7:30p,ORL,98,BOS,128,18624
Fri,Jan,27,2017,8:00p,MIA,100,CHI,88,22082
Fri,Jan,27,2017,7:30p,BKN,116,CLE,124,20562
Fri,Jan,27,2017,7:00p,SAC,111,IND,115,17522
Fri,Jan,27,2017,8:00p,SAS,103,NOP,119,17757
Fri,Jan,27,2017,7:30p,CHA,107,NYK,110,19812
Fri,Jan,27,2017,8:00p,HOU,123,PHI,118,20588
Fri,Jan,27,2017,10:00p,MEM,109,POR,112,19558
Fri,Jan,27,2017,7:30p,MIL,86,TOR,102,19800
Sat,Jan,28,2017,7:00p,SAC,109,CHA,106,18597
Sat,Jan,28,2017,8:30p,LAC,98,GSW,144,19596
Sat,Jan,28,2017,7:30p,DET,103,MIA,116,19600
Sat,Jan,28,2017,8:00p,BOS,112,MIL,108,18717
Sat,Jan,28,2017,9:00p,BKN,109,MIN,129,14798
Sat,Jan,28,2017,9:00p,DEN,123,PHX,112,18055
Sat,Jan,28,2017,9:00p,MEM,102,UTA,95,19911
Sun,Jan,29,2017,3:00p,NYK,139,ATL,142,13643
Sun,Jan,29,2017,7:00p,PHI,108,CHI,121,21606
Sun,Jan,29,2017,3:30p,OKC,91,CLE,107,20562
Sun,Jan,29,2017,6:00p,HOU,101,IND,120,17923
Sun,Jan,29,2017,6:00p,WAS,107,NOP,94,16779
Sun,Jan,29,2017,9:00p,GSW,113,POR,111,19393
Sun,Jan,29,2017,7:00p,DAL,105,SAS,101,18418
Sun,Jan,29,2017,6:00p,ORL,114,TOR,113,19800
Mon,Jan,30,2017,8:00p,DET,109,BOS,113,18188
Mon,Jan,30,2017,8:30p,CLE,97,DAL,104,20202
Mon,Jan,30,2017,7:30p,BKN,96,MIA,104,19600
Mon,Jan,30,2017,8:00p,ORL,105,MIN,111,11124
Mon,Jan,30,2017,6:00p,SAC,119,PHI,122,15840
Mon,Jan,30,2017,10:30p,MEM,115,PHX,96,16332
Tue,Jan,31,2017,8:00p,SAC,83,HOU,105,15187
Tue,Jan,31,2017,10:30p,DEN,116,LAL,120,18997
Tue,Jan,31,2017,10:00p,CHA,98,POR,115,19393
Tue,Jan,31,2017,8:30p,OKC,94,SAS,108,18418
Tue,Jan,31,2017,7:00p,NOP,106,TOR,108,19800
Tue,Jan,31,2017,7:00p,NYK,101,WAS,117,16683
Wed,Feb,1,2017,7:30p,TOR,104,BOS,109,18624
Wed,Feb,1,2017,7:30p,NYK,95,BKN,90,17732
Wed,Feb,1,2017,7:00p,MIN,97,CLE,125,20562
Wed,Feb,1,2017,8:30p,PHI,95,DAL,113,19263
Wed,Feb,1,2017,9:00p,MEM,119,DEN,99,12020
Wed,Feb,1,2017,7:30p,NOP,98,DET,118,14262
Wed,Feb,1,2017,10:30p,CHA,111,GSW,126,19596
Wed,Feb,1,2017,7:30p,ATL,93,MIA,116,19600
Wed,Feb,1,2017,9:30p,CHI,128,OKC,100,18203
Wed,Feb,1,2017,7:00p,IND,98,ORL,88,16662
Wed,Feb,1,2017,9:00p,LAC,124,PHX,114,16191
Wed,Feb,1,2017,9:00p,MIL,88,UTA,104,19694
Thu,Feb,2,2017,8:00p,ATL,113,HOU,108,15602
Thu,Feb,2,2017,10:30p,GSW,133,LAC,120,19385
Thu,Feb,2,2017,8:30p,PHI,86,SAS,102,18418
Thu,Feb,2,2017,7:00p,LAL,108,WAS,116,16473
Fri,Feb,3,2017,8:00p,LAL,107,BOS,113,18624
Fri,Feb,3,2017,7:30p,IND,106,BKN,97,14557
Fri,Feb,3,2017,9:00p,MIL,117,DEN,121,18792
Fri,Feb,3,2017,7:30p,MIN,108,DET,116,16934
Fri,Feb,3,2017,8:00p,CHI,117,HOU,121,18055
Fri,Feb,3,2017,8:00p,MEM,102,OKC,114,18203
Fri,Feb,3,2017,7:00p,TOR,94,ORL,102,17141
Fri,Feb,3,2017,10:30p,DAL,108,POR,104,19393
Fri,Feb,3,2017,10:30p,PHX,105,SAC,103,17608
Sat,Feb,4,2017,7:00p,ORL,86,ATL,113,16691
Sat,Feb,4,2017,7:00p,DET,84,IND,105,17660
Sat,Feb,4,2017,7:30p,PHI,102,MIA,125,19754
Sat,Feb,4,2017,9:00p,MEM,107,MIN,99,15081
Sat,Feb,4,2017,8:30p,CLE,111,NYK,104,19812
Sat,Feb,4,2017,9:00p,MIL,137,PHX,112,17192
Sat,Feb,4,2017,10:30p,GSW,106,SAC,109,17608
Sat,Feb,4,2017,9:00p,DEN,97,SAS,121,18418
Sat,Feb,4,2017,9:00p,CHA,98,UTA,105,19911
Sat,Feb,4,2017,7:00p,NOP,91,WAS,105,19651
Sun,Feb,5,2017,2:00p,LAC,102,BOS,107,18624
Sun,Feb,5,2017,12:00p,TOR,103,BKN,95,14245
Sun,Feb,5,2017,3:00p,POR,99,OKC,105,18203
Mon,Feb,6,2017,7:30p,UTA,120,ATL,95,13126
Mon,Feb,6,2017,9:00p,DAL,87,DEN,110,13047
Mon,Feb,6,2017,7:30p,PHI,96,DET,113,14731
Mon,Feb,6,2017,7:00p,OKC,90,IND,93,16123
Mon,Feb,6,2017,9:30p,SAS,74,MEM,89,16708
Mon,Feb,6,2017,8:00p,MIA,115,MIN,113,12502
Mon,Feb,6,2017,8:00p,PHX,106,NOP,111,15888
Mon,Feb,6,2017,7:00p,LAL,121,NYK,107,19812
Mon,Feb,6,2017,10:30p,CHI,112,SAC,107,17608
Mon,Feb,6,2017,7:30p,LAC,109,TOR,118,19800
Mon,Feb,6,2017,7:00p,CLE,140,WAS,135,20356
Tue,Feb,7,2017,7:00p,BKN,107,CHA,111,15322
Tue,Feb,7,2017,8:30p,POR,114,DAL,113,19326
Tue,Feb,7,2017,8:00p,ORL,104,HOU,128,15514
Wed,Feb,8,2017,7:30p,DEN,106,ATL,117,14222
Wed,Feb,8,2017,7:30p,WAS,114,BKN,110,13179
Wed,Feb,8,2017,7:30p,LAL,102,DET,121,15121
Wed,Feb,8,2017,10:30p,CHI,92,GSW,123,19596
Wed,Feb,8,2017,7:00p,CLE,132,IND,117,17580
Wed,Feb,8,2017,8:00p,PHX,91,MEM,110,16044
Wed,Feb,8,2017,8:00p,MIA,106,MIL,88,14211
Wed,Feb,8,2017,8:00p,TOR,109,MIN,112,13832
Wed,Feb,8,2017,8:00p,UTA,127,NOP,94,14508
Wed,Feb,8,2017,8:00p,LAC,119,NYK,115,19812
Wed,Feb,8,2017,7:00p,SAS,111,PHI,103,19233
Wed,Feb,8,2017,10:30p,BOS,92,SAC,108,17608
Thu,Feb,9,2017,7:00p,HOU,107,CHA,95,16270
Thu,Feb,9,2017,8:30p,UTA,105,DAL,112,19883
Thu,Feb,9,2017,8:00p,CLE,109,OKC,118,18203
Thu,Feb,9,2017,7:00p,PHI,112,ORL,111,17829
Thu,Feb,9,2017,10:30p,BOS,120,POR,111,19393
Fri,Feb,10,2017,7:30p,MIA,108,BKN,99,15382
Fri,Feb,10,2017,7:30p,SAS,103,DET,92,17222
Fri,Feb,10,2017,8:00p,GSW,122,MEM,107,18119
Fri,Feb,10,2017,8:00p,LAL,122,MIL,114,16380
Fri,Feb,10,2017,8:00p,NOP,122,MIN,106,16093
Fri,Feb,10,2017,7:30p,DEN,131,NYK,123,19812
Fri,Feb,10,2017,10:30p,CHI,97,PHX,115,18055
Fri,Feb,10,2017,10:30p,ATL,107,SAC,108,17608
Fri,Feb,10,2017,8:00p,IND,107,WAS,112,19503
Sat,Feb,11,2017,5:00p,LAC,107,CHA,102,19483
Sat,Feb,11,2017,7:30p,DEN,109,CLE,125,20562
Sat,Feb,11,2017,9:00p,ORL,80,DAL,112,20052
Sat,Feb,11,2017,9:00p,PHX,102,HOU,133,18055
Sat,Feb,11,2017,7:00p,MIL,116,IND,100,17923
Sat,Feb,11,2017,8:30p,GSW,130,OKC,114,18203
Sat,Feb,11,2017,7:30p,MIA,109,PHI,117,20698
Sat,Feb,11,2017,10:00p,BOS,112,UTA,104,19911
Sun,Feb,12,2017,3:30p,CHI,89,MIN,117,19356
Sun,Feb,12,2017,3:30p,SAS,90,NYK,94,19812
Sun,Feb,12,2017,9:00p,NOP,99,SAC,105,17608
Sun,Feb,12,2017,6:00p,DET,102,TOR,101,19800
Mon,Feb,13,2017,7:30p,MEM,112,BKN,103,13597
Mon,Feb,13,2017,7:00p,PHI,105,CHA,99,15775
Mon,Feb,13,2017,8:30p,BOS,111,DAL,98,20159
Mon,Feb,13,2017,9:00p,GSW,110,DEN,132,19941
Mon,Feb,13,2017,7:00p,SAS,110,IND,106,15203
Mon,Feb,13,2017,7:30p,ORL,116,MIA,107,19600
Mon,Feb,13,2017,8:00p,DET,89,MIL,102,13397
Mon,Feb,13,2017,9:00p,NOP,110,PHX,108,16321
Mon,Feb,13,2017,10:30p,ATL,109,POR,104,19475
Mon,Feb,13,2017,9:00p,LAC,88,UTA,72,19521
Mon,Feb,13,2017,8:00p,OKC,98,WAS,120,20356
Tue,Feb,14,2017,8:00p,TOR,94,CHI,105,21220
Tue,Feb,14,2017,10:30p,SAC,97,LAL,96,19997
Tue,Feb,14,2017,8:00p,CLE,116,MIN,108,17738
Wed,Feb,15,2017,7:30p,PHI,108,BOS,116,18624
Wed,Feb,15,2017,7:30p,MIL,129,BKN,125,16182
Wed,Feb,15,2017,7:00p,IND,104,CLE,113,20562
Wed,Feb,15,2017,9:00p,MIN,112,DEN,99,13924
Wed,Feb,15,2017,7:30p,DAL,91,DET,98,13549
Wed,Feb,15,2017,10:30p,SAC,86,GSW,109,19596
Wed,Feb,15,2017,8:00p,MIA,117,HOU,109,16967
Wed,Feb,15,2017,10:30p,ATL,84,LAC,99,19060
Wed,Feb,15,2017,8:00p,NOP,95,MEM,91,16145
Wed,Feb,15,2017,9:30p,NYK,105,OKC,116,18203
Wed,Feb,15,2017,7:00p,SAS,107,ORL,79,17101
Wed,Feb,15,2017,9:00p,LAL,101,PHX,137,18055
Wed,Feb,15,2017,7:30p,CHA,85,TOR,90,19800
Wed,Feb,15,2017,9:00p,POR,88,UTA,111,19590
Thu,Feb,16,2017,8:00p,BOS,103,CHI,104,21866
Thu,Feb,16,2017,7:00p,WAS,111,IND,98,17233
Thu,Feb,23,2017,8:00p,NYK,104,CLE,119,20562
Thu,Feb,23,2017,7:30p,CHA,108,DET,114,14913
Thu,Feb,23,2017,10:30p,LAC,113,GSW,123,19596
Thu,Feb,23,2017,8:00p,HOU,129,NOP,99,18470
Thu,Feb,23,2017,7:00p,POR,112,ORL,103,17487
Thu,Feb,23,2017,10:30p,DEN,100,SAC,116,17608
Fri,Feb,24,2017,8:00p,MIA,108,ATL,90,18122
Fri,Feb,24,2017,8:00p,PHX,121,CHI,128,21641
Fri,Feb,24,2017,9:00p,BKN,109,DEN,129,17143
Fri,Feb,24,2017,7:00p,MEM,92,IND,102,17923
Fri,Feb,24,2017,10:30p,SAS,105,LAC,97,19060
Fri,Feb,24,2017,8:00p,UTA,109,MIL,95,16064
Fri,Feb,24,2017,8:00p,DAL,84,MIN,97,15948
