Day,Month,DayNumber,Year,StartTime,,VisitorPoints,,HomePoints,AttendeeNumber
Fri,Feb,24,2017,8:00p,LAL,93,OKC,110,18203
Fri,Feb,24,2017,7:00p,WAS,112,PHI,120,19277
Fri,Feb,24,2017,8:00p,BOS,97,TOR,107,19800
Sat,Feb,25,2017,8:30p,CHI,117,CLE,99,20562
Sat,Feb,25,2017,8:30p,NOP,83,DAL,96,20411
Sat,Feb,25,2017,10:30p,BKN,95,GSW,112,19596
Sat,Feb,25,2017,9:00p,MIN,130,HOU,142,18055
Sat,Feb,25,2017,8:00p,IND,95,MIA,113,19600
Sat,Feb,25,2017,7:30p,PHI,109,NYK,110,19812
Sat,Feb,25,2017,7:00p,ATL,86,ORL,105,18498
Sat,Feb,25,2017,5:00p,CHA,99,SAC,85,17608
Sun,Feb,26,2017,5:00p,MEM,105,DEN,98,18024
Sun,Feb,26,2017,6:00p,BOS,104,DET,98,20141
Sun,Feb,26,2017,9:30p,CHA,121,LAC,124,19060
Sun,Feb,26,2017,3:30p,SAS,119,LAL,98,18997
Sun,Feb,26,2017,3:30p,PHX,96,MIL,100,16051
Sun,Feb,26,2017,7:00p,NOP,110,OKC,118,18203
Sun,Feb,26,2017,6:00p,POR,106,TOR,112,19800
Sun,Feb,26,2017,5:00p,UTA,102,WAS,92,19648
Mon,Feb,27,2017,7:30p,ATL,114,BOS,98,18624
Mon,Feb,27,2017,7:00p,MIL,95,CLE,102,20562
Mon,Feb,27,2017,8:30p,MIA,89,DAL,96,19539
Mon,Feb,27,2017,9:30p,IND,117,HOU,108,18055
Mon,Feb,27,2017,7:00p,TOR,92,NYK,91,19812
Mon,Feb,27,2017,7:00p,GSW,119,PHI,108,20585
Mon,Feb,27,2017,10:30p,MIN,102,SAC,88,17608
Tue,Feb,28,2017,8:00p,DEN,125,CHI,107,21015
Tue,Feb,28,2017,7:30p,POR,113,DET,120,13502
Tue,Feb,28,2017,10:30p,CHA,109,LAL,104,18997
Tue,Feb,28,2017,8:00p,PHX,112,MEM,130,15871
Tue,Feb,28,2017,8:00p,UTA,106,OKC,109,18203
Tue,Feb,28,2017,7:00p,GSW,108,WAS,112,20356
Wed,Mar,1,2017,7:30p,DAL,95,ATL,100,12483
Wed,Mar,1,2017,8:00p,CLE,99,BOS,103,18624
Wed,Mar,1,2017,10:30p,HOU,122,LAC,103,19060
Wed,Mar,1,2017,7:30p,PHI,98,MIA,125,19609
Wed,Mar,1,2017,8:00p,DEN,110,MIL,98,13214
Wed,Mar,1,2017,8:00p,DET,86,NOP,109,14406
Wed,Mar,1,2017,7:00p,NYK,101,ORL,90,16005
Wed,Mar,1,2017,10:30p,BKN,109,SAC,100,17608
Wed,Mar,1,2017,8:30p,IND,99,SAS,100,18418
Wed,Mar,1,2017,7:30p,WAS,105,TOR,96,19800
Wed,Mar,1,2017,9:00p,MIN,107,UTA,80,19127
Thu,Mar,2,2017,8:00p,GSW,87,CHI,94,22253
Thu,Mar,2,2017,9:00p,CHA,103,PHX,120,16572
Thu,Mar,2,2017,10:30p,OKC,109,POR,114,19875
Fri,Mar,3,2017,7:00p,CLE,135,ATL,130,18877
Fri,Mar,3,2017,8:30p,MEM,100,DAL,104,19480
Fri,Mar,3,2017,10:30p,BOS,115,LAL,95,18997
Fri,Mar,3,2017,8:00p,LAC,101,MIL,112,16208
Fri,Mar,3,2017,9:30p,SAS,101,NOP,98,17669
Fri,Mar,3,2017,7:00p,MIA,99,ORL,110,17136
Fri,Mar,3,2017,7:00p,NYK,102,PHI,105,18518
Fri,Mar,3,2017,9:00p,OKC,111,PHX,118,18055
Fri,Mar,3,2017,9:00p,BKN,97,UTA,112,19911
Fri,Mar,3,2017,7:00p,TOR,114,WAS,106,20356
Sat,Mar,4,2017,8:30p,LAC,101,CHI,91,22807
Sat,Mar,4,2017,9:00p,CHA,112,DEN,102,14708
Sat,Mar,4,2017,9:00p,MEM,108,HOU,123,18055
Sat,Mar,4,2017,8:00p,CLE,92,MIA,120,19600
Sat,Mar,4,2017,8:00p,TOR,94,MIL,101,16775
Sat,Mar,4,2017,6:00p,DET,136,PHI,106,19523
Sat,Mar,4,2017,10:00p,BKN,116,POR,130,19638
Sat,Mar,4,2017,9:00p,MIN,90,SAS,97,18418
Sun,Mar,5,2017,1:00p,IND,97,ATL,96,15366
Sun,Mar,5,2017,8:30p,OKC,89,DAL,104,20232
Sun,Mar,5,2017,9:30p,NOP,105,LAL,97,18997
Sun,Mar,5,2017,3:30p,GSW,112,NYK,105,19812
Sun,Mar,5,2017,5:00p,BOS,106,PHX,109,16790
Sun,Mar,5,2017,6:00p,UTA,110,SAC,109,17608
Sun,Mar,5,2017,5:00p,ORL,114,WAS,115,19195
Mon,Mar,6,2017,7:30p,GSW,119,ATL,111,18890
Mon,Mar,6,2017,8:00p,IND,88,CHA,100,16387
Mon,Mar,6,2017,7:00p,MIA,106,CLE,98,20562
Mon,Mar,6,2017,9:00p,SAC,96,DEN,108,11614
Mon,Mar,6,2017,7:30p,CHI,95,DET,109,16039
Mon,Mar,6,2017,10:30p,BOS,102,LAC,116,19283
Mon,Mar,6,2017,8:00p,BKN,122,MEM,109,15505
Mon,Mar,6,2017,7:00p,NYK,113,ORL,105,16046
Mon,Mar,6,2017,7:00p,MIL,112,PHI,98,18351
Mon,Mar,6,2017,8:30p,HOU,110,SAS,112,18418
Mon,Mar,6,2017,9:00p,NOP,83,UTA,88,19649
Tue,Mar,7,2017,8:30p,LAL,111,DAL,122,20484
Tue,Mar,7,2017,8:00p,POR,126,OKC,121,18203
Tue,Mar,7,2017,9:00p,WAS,131,PHX,127,16372
Wed,Mar,8,2017,7:30p,BKN,105,ATL,110,11931
Wed,Mar,8,2017,9:00p,WAS,123,DEN,113,12323
Wed,Mar,8,2017,10:30p,BOS,99,GSW,86,19596
Wed,Mar,8,2017,8:00p,UTA,115,HOU,108,16230
Wed,Mar,8,2017,8:00p,DET,98,IND,115,14353
Wed,Mar,8,2017,7:30p,CHA,101,MIA,108,19600
Wed,Mar,8,2017,8:00p,NYK,93,MIL,104,13767
Wed,Mar,8,2017,8:00p,LAC,91,MIN,107,14933
Wed,Mar,8,2017,8:00p,TOR,94,NOP,87,14543
Wed,Mar,8,2017,7:00p,CHI,91,ORL,98,16063
Wed,Mar,8,2017,8:30p,SAC,104,SAS,114,18418
Thu,Mar,9,2017,7:30p,CLE,101,DET,106,19421
Thu,Mar,9,2017,8:00p,LAC,114,MEM,98,16642
Thu,Mar,9,2017,8:00p,SAS,92,OKC,102,18203
Thu,Mar,9,2017,10:30p,LAL,122,PHX,110,17552
Thu,Mar,9,2017,10:00p,PHI,108,POR,114,19240
Fri,Mar,10,2017,8:00p,TOR,99,ATL,105,16078
Fri,Mar,10,2017,8:00p,HOU,115,CHI,94,21995
Fri,Mar,10,2017,7:00p,ORL,81,CHA,121,17444
Fri,Mar,10,2017,9:00p,BKN,96,DAL,105,20022
Fri,Mar,10,2017,9:00p,BOS,99,DEN,119,17147
Fri,Mar,10,2017,8:00p,IND,85,MIL,99,16177
Fri,Mar,10,2017,8:00p,GSW,102,MIN,103,20412
Fri,Mar,10,2017,10:30p,WAS,130,SAC,122,17608
Sat,Mar,11,2017,7:00p,NOP,125,CHA,122,18196
Sat,Mar,11,2017,9:00p,PHX,100,DAL,98,20324
Sat,Mar,11,2017,5:00p,NYK,92,DET,112,19607
Sat,Mar,11,2017,3:30p,PHI,100,LAC,112,19060
Sat,Mar,11,2017,9:00p,ATL,107,MEM,90,17523
Sat,Mar,11,2017,8:00p,TOR,89,MIA,104,19745
Sat,Mar,11,2017,8:00p,MIN,95,MIL,102,18717
Sat,Mar,11,2017,3:00p,UTA,104,OKC,112,18203
Sat,Mar,11,2017,7:00p,CLE,116,ORL,104,18846
Sat,Mar,11,2017,10:00p,WAS,125,POR,124,19482
Sat,Mar,11,2017,10:30p,DEN,105,SAC,92,17608
Sat,Mar,11,2017,8:30p,GSW,85,SAS,107,18418
Sun,Mar,12,2017,3:30p,CHI,80,BOS,100,18624
Sun,Mar,12,2017,6:00p,NYK,112,BKN,120,17732
Sun,Mar,12,2017,9:00p,CLE,112,HOU,117,18055
Sun,Mar,12,2017,6:00p,MIA,98,IND,102,17923
Sun,Mar,12,2017,9:30p,PHI,118,LAL,116,18997
Sun,Mar,12,2017,9:00p,POR,110,PHX,101,16664
Mon,Mar,13,2017,7:00p,CHI,115,CHA,109,16489
Mon,Mar,13,2017,10:30p,LAL,101,DEN,129,17344
Mon,Mar,13,2017,8:00p,MIL,93,MEM,113,16770
Mon,Mar,13,2017,8:00p,WAS,104,MIN,119,15747
Mon,Mar,13,2017,10:30p,ORL,115,SAC,120,17608
Mon,Mar,13,2017,8:00p,ATL,99,SAS,107,18418
Mon,Mar,13,2017,7:30p,DAL,78,TOR,100,19800
Mon,Mar,13,2017,9:00p,LAC,108,UTA,114,19911
Tue,Mar,14,2017,7:30p,OKC,122,BKN,104,13911
Tue,Mar,14,2017,7:00p,DET,96,CLE,128,20562
Tue,Mar,14,2017,10:30p,PHI,104,GSW,106,19596
Tue,Mar,14,2017,8:00p,POR,77,NOP,100,15530
Tue,Mar,14,2017,7:30p,IND,81,NYK,87,18261
Wed,Mar,15,2017,7:30p,MIN,104,BOS,117,18624
Wed,Mar,15,2017,8:00p,MEM,98,CHI,91,21583
Wed,Mar,15,2017,7:30p,UTA,97,DET,83,14033
Wed,Mar,15,2017,8:00p,LAL,100,HOU,139,18055
Wed,Mar,15,2017,7:00p,CHA,77,IND,98,14169
Wed,Mar,15,2017,10:30p,MIL,97,LAC,96,19060
Wed,Mar,15,2017,7:30p,NOP,112,MIA,120,19678
Wed,Mar,15,2017,10:00p,SAC,107,PHX,101,17196
Wed,Mar,15,2017,8:00p,POR,110,SAS,106,18418
Wed,Mar,15,2017,7:00p,DAL,112,WAS,107,17844
Thu,Mar,16,2017,7:30p,MEM,103,ATL,91,17063
Thu,Mar,16,2017,7:00p,UTA,83,CLE,91,20562
Thu,Mar,16,2017,9:00p,LAC,114,DEN,129,14179
Thu,Mar,16,2017,10:30p,ORL,92,GSW,122,19596
Thu,Mar,16,2017,7:30p,BKN,121,NYK,110,19812
Thu,Mar,16,2017,7:00p,OKC,123,TOR,102,19800
Fri,Mar,17,2017,7:30p,BOS,98,BKN,95,17732
Fri,Mar,17,2017,7:30p,TOR,87,DET,75,16541
Fri,Mar,17,2017,10:30p,MIL,107,LAL,103,18997
Fri,Mar,17,2017,8:00p,MIN,105,MIA,123,19600
Fri,Mar,17,2017,8:00p,HOU,112,NOP,128,17972
Fri,Mar,17,2017,7:00p,DAL,74,PHI,116,17642
Fri,Mar,17,2017,10:00p,ORL,109,PHX,103,16880
Fri,Mar,17,2017,7:00p,CHI,107,WAS,112,20356
Sat,Mar,18,2017,6:00p,POR,113,ATL,97,16543
Sat,Mar,18,2017,9:00p,UTA,86,CHI,95,21953
Sat,Mar,18,2017,7:00p,WAS,93,CHA,98,19361
Sat,Mar,18,2017,9:30p,HOU,109,DEN,105,17512
Sat,Mar,18,2017,10:30p,MIL,92,GSW,117,19596
Sat,Mar,18,2017,8:30p,CLE,78,LAC,108,19379
Sat,Mar,18,2017,9:00p,SAS,96,MEM,104,18119
Sat,Mar,18,2017,3:00p,SAC,94,OKC,110,18203
Sun,Mar,19,2017,12:00p,DAL,111,BKN,104,14045
Sun,Mar,19,2017,4:30p,PHX,95,DET,112,19588
Sun,Mar,19,2017,9:30p,CLE,125,LAL,120,18997
Sun,Mar,19,2017,6:00p,POR,115,MIA,104,19600
Sun,Mar,19,2017,6:00p,MIN,109,NOP,123,16111
Sun,Mar,19,2017,1:00p,BOS,99,PHI,105,19446
Sun,Mar,19,2017,7:00p,SAC,102,SAS,118,18418
Sun,Mar,19,2017,6:00p,IND,91,TOR,116,19800
Mon,Mar,20,2017,7:30p,WAS,102,BOS,110,18624
Mon,Mar,20,2017,7:00p,ATL,90,CHA,105,14278
Mon,Mar,20,2017,8:00p,DEN,124,HOU,125,16080
Mon,Mar,20,2017,7:00p,UTA,100,IND,107,15458
Mon,Mar,20,2017,10:30p,NYK,105,LAC,114,19060
Mon,Mar,20,2017,8:00p,GSW,111,OKC,95,18203
Mon,Mar,20,2017,7:00p,PHI,109,ORL,112,16236
Tue,Mar,21,2017,7:30p,DET,96,BKN,98,14343
Tue,Mar,21,2017,8:30p,GSW,112,DAL,87,20453
Tue,Mar,21,2017,10:30p,LAC,133,LAL,109,18724
Tue,Mar,21,2017,7:30p,PHX,97,MIA,112,19600
Tue,Mar,21,2017,9:30p,SAS,100,MIN,93,13742
Tue,Mar,21,2017,8:00p,MEM,82,NOP,95,15973
Tue,Mar,21,2017,10:00p,MIL,93,POR,90,19525
Tue,Mar,21,2017,7:00p,CHI,120,TOR,122,19800
Wed,Mar,22,2017,7:30p,IND,100,BOS,109,18624
Wed,Mar,22,2017,8:00p,DET,95,CHI,117,21503
Wed,Mar,22,2017,9:00p,CLE,113,DEN,126,19718
Wed,Mar,22,2017,8:00p,PHI,97,OKC,122,18203
Wed,Mar,22,2017,7:00p,CHA,109,ORL,102,16034
Wed,Mar,22,2017,10:30p,MIL,116,SAC,98,17608
Wed,Mar,22,2017,10:30p,NYK,101,UTA,108,19911
Wed,Mar,22,2017,8:00p,ATL,100,WAS,104,18137
Thu,Mar,23,2017,7:30p,PHX,98,BKN,126,15141
Thu,Mar,23,2017,8:30p,LAC,95,DAL,97,19703
Thu,Mar,23,2017,7:30p,TOR,101,MIA,84,19745
Thu,Mar,23,2017,10:00p,NYK,95,POR,110,19020
Thu,Mar,23,2017,8:30p,MEM,90,SAS,97,18418
Fri,Mar,24,2017,7:30p,PHX,120,BOS,130,18624
Fri,Mar,24,2017,8:00p,PHI,117,CHI,107,21558
Fri,Mar,24,2017,7:00p,CLE,112,CHA,105,19511
Fri,Mar,24,2017,10:30p,SAC,100,GSW,114,19596
Fri,Mar,24,2017,8:00p,NOP,107,HOU,117,18055
Fri,Mar,24,2017,7:00p,DEN,125,IND,117,17923
Fri,Mar,24,2017,10:30p,MIN,119,LAL,130,18997
Fri,Mar,24,2017,8:00p,ATL,97,MIL,100,16786
Fri,Mar,24,2017,7:00p,DET,87,ORL,115,18076
Fri,Mar,24,2017,7:00p,BKN,108,WAS,129,19616
Sat,Mar,25,2017,7:30p,WAS,127,CLE,115,20562
Sat,Mar,25,2017,8:30p,TOR,94,DAL,86,19934
Sat,Mar,25,2017,3:30p,UTA,95,LAC,108,19060
Sat,Mar,25,2017,10:00p,MIN,100,POR,112,19580
Sat,Mar,25,2017,8:30p,NYK,98,SAS,106,18418
Sun,Mar,26,2017,1:00p,BKN,107,ATL,92,15921
Sun,Mar,26,2017,6:00p,MIA,108,BOS,112,18624
Sun,Mar,26,2017,1:00p,PHX,106,CHA,120,17292
Sun,Mar,26,2017,8:00p,NOP,115,DEN,90,19850
Sun,Mar,26,2017,8:00p,MEM,94,GSW,106,19596
Sun,Mar,26,2017,3:30p,OKC,125,HOU,137,18055
Sun,Mar,26,2017,6:00p,PHI,94,IND,107,16467
Sun,Mar,26,2017,3:30p,SAC,98,LAC,97,19060
Sun,Mar,26,2017,9:30p,POR,97,LAL,81,18698
Sun,Mar,26,2017,3:30p,CHI,109,MIL,94,17669
Mon,Mar,27,2017,8:30p,OKC,92,DAL,91,19970
Mon,Mar,27,2017,7:30p,DET,95,NYK,109,19812
Mon,Mar,27,2017,10:30p,MEM,90,SAC,91,17608
Mon,Mar,27,2017,8:00p,CLE,74,SAS,103,18418
Mon,Mar,27,2017,7:30p,ORL,112,TOR,131,19800
Mon,Mar,27,2017,10:30p,NOP,100,UTA,108,18924
Tue,Mar,28,2017,7:30p,PHX,91,ATL,95,13412
Tue,Mar,28,2017,7:30p,PHI,106,BKN,101,15471
Tue,Mar,28,2017,7:00p,MIL,118,CHA,108,16505
Tue,Mar,28,2017,7:30p,MIA,97,DET,96,17160
Tue,Mar,28,2017,8:00p,GSW,113,HOU,106,18055
Tue,Mar,28,2017,7:00p,MIN,115,IND,114,17534
Tue,Mar,28,2017,10:30p,WAS,119,LAL,108,18997
Tue,Mar,28,2017,10:00p,DEN,113,POR,122,20003
Wed,Mar,29,2017,7:30p,MIL,103,BOS,100,18624
Wed,Mar,29,2017,10:30p,WAS,124,LAC,133,19060
Wed,Mar,29,2017,8:00p,IND,97,MEM,110,16367
Wed,Mar,29,2017,8:00p,DAL,118,NOP,121,16000
Wed,Mar,29,2017,7:30p,MIA,105,NYK,88,19812
Wed,Mar,29,2017,7:00p,OKC,114,ORL,106,18408
Wed,Mar,29,2017,7:00p,ATL,99,PHI,92,15212
Wed,Mar,29,2017,10:30p,UTA,112,SAC,82,17608
Wed,Mar,29,2017,9:30p,GSW,110,SAS,98,18418
Wed,Mar,29,2017,7:30p,CHA,110,TOR,106,19800
Thu,Mar,30,2017,8:00p,CLE,93,CHI,99,22282
Thu,Mar,30,2017,7:30p,BKN,89,DET,90,15804
Thu,Mar,30,2017,8:00p,LAL,104,MIN,119,18179
Thu,Mar,30,2017,10:00p,LAC,124,PHX,118,16736
Thu,Mar,30,2017,10:30p,HOU,107,POR,117,20049
Fri,Mar,31,2017,7:30p,ORL,116,BOS,117,18624
Fri,Mar,31,2017,7:00p,DEN,114,CHA,122,18353
Fri,Mar,31,2017,7:30p,PHI,105,CLE,122,20562
Fri,Mar,31,2017,10:30p,HOU,98,GSW,107,19596
Fri,Mar,31,2017,8:00p,DAL,90,MEM,99,17317
Fri,Mar,31,2017,8:00p,NYK,98,MIA,94,19600
Fri,Mar,31,2017,8:00p,DET,105,MIL,108,18717
Fri,Mar,31,2017,8:00p,SAC,89,NOP,117,17304
Fri,Mar,31,2017,8:00p,SAS,100,OKC,95,18203
Fri,Mar,31,2017,7:00p,IND,100,TOR,111,19800
Fri,Mar,31,2017,9:00p,WAS,88,UTA,95,19911
Sat,Apr,1,2017,6:00p,ORL,111,BKN,121,15976
Sat,Apr,1,2017,5:00p,ATL,104,CHI,106,22019
Sat,Apr,1,2017,3:30p,LAL,104,LAC,115,19060
Sat,Apr,1,2017,8:00p,SAC,123,MIN,117,18960
Sat,Apr,1,2017,10:00p,PHX,117,POR,130,18915
Sun,Apr,2,2017,6:00p,ATL,82,BKN,91,15040
Sun,Apr,2,2017,6:00p,IND,130,CLE,135,20562
Sun,Apr,2,2017,8:00p,WAS,115,GSW,139,19596
Sun,Apr,2,2017,3:30p,MEM,103,LAL,108,18997
Sun,Apr,2,2017,6:00p,DEN,116,MIA,113,19600
Sun,Apr,2,2017,3:30p,DAL,109,MIL,105,18717
Sun,Apr,2,2017,6:00p,CHI,117,NOP,110,18306
Sun,Apr,2,2017,1:00p,BOS,110,NYK,94,19812
Sun,Apr,2,2017,3:00p,CHA,113,OKC,101,18203
Sun,Apr,2,2017,9:00p,HOU,123,PHX,116,17378
Sun,Apr,2,2017,3:30p,UTA,103,SAS,109,18418
Sun,Apr,2,2017,6:00p,PHI,105,TOR,113,19800
Mon,Apr,3,2017,7:00p,POR,109,MIN,110,14677
Tue,Apr,4,2017,7:00p,ORL,102,CLE,122,20562
Tue,Apr,4,2017,10:30p,MIN,107,GSW,121,19596
Tue,Apr,4,2017,7:00p,TOR,90,IND,108,16524
Tue,Apr,4,2017,8:00p,DEN,134,NOP,131,16050
Tue,Apr,4,2017,8:00p,CHI,91,NYK,100,19812
Tue,Apr,4,2017,8:00p,MIL,79,OKC,110,18203
Tue,Apr,4,2017,7:00p,BKN,141,PHI,118,14580
Tue,Apr,4,2017,10:30p,DAL,87,SAC,98,17608
Tue,Apr,4,2017,8:30p,MEM,89,SAS,95,18418
Tue,Apr,4,2017,9:00p,POR,87,UTA,106,19911
Tue,Apr,4,2017,7:00p,CHA,111,WAS,118,18614
Wed,Apr,5,2017,8:00p,CLE,114,BOS,91,18624
Wed,Apr,5,2017,7:00p,MIA,112,CHA,99,17758
Wed,Apr,5,2017,7:30p,TOR,105,DET,102,17578
Wed,Apr,5,2017,8:00p,DEN,104,HOU,110,18055
Wed,Apr,5,2017,10:30p,DAL,101,LAC,112,19060
Wed,Apr,5,2017,8:00p,OKC,103,MEM,100,17298
Wed,Apr,5,2017,10:00p,GSW,120,PHX,111,18055
Wed,Apr,5,2017,8:30p,LAL,102,SAS,95,18418
Thu,Apr,6,2017,8:00p,BOS,116,ATL,123,18688
Thu,Apr,6,2017,7:00p,MIL,89,IND,104,17010
Thu,Apr,6,2017,7:30p,WAS,106,NYK,103,19812
Thu,Apr,6,2017,7:00p,BKN,107,ORL,115,18095
Thu,Apr,6,2017,7:00p,CHI,102,PHI,90,15177
Thu,Apr,6,2017,10:30p,MIN,98,POR,105,19393
Fri,Apr,7,2017,7:30p,ATL,114,CLE,100,20562
Fri,Apr,7,2017,8:30p,SAS,102,DAL,89,20133
Fri,Apr,7,2017,9:00p,NOP,106,DEN,122,16348
Fri,Apr,7,2017,8:00p,DET,114,HOU,109,18055
Fri,Apr,7,2017,10:30p,SAC,94,LAL,98,18997
Fri,Apr,7,2017,8:00p,NYK,88,MEM,101,17631
Fri,Apr,7,2017,10:00p,OKC,99,PHX,120,18055
Fri,Apr,7,2017,7:30p,MIA,94,TOR,96,19800
Fri,Apr,7,2017,9:00p,MIN,113,UTA,120,19911
Sat,Apr,8,2017,5:00p,CHI,106,BKN,107,17732
Sat,Apr,8,2017,6:00p,BOS,121,CHA,114,19407
Sat,Apr,8,2017,10:30p,NOP,101,GSW,123,19596
Sat,Apr,8,2017,6:00p,IND,127,ORL,112,18846
Sat,Apr,8,2017,7:00p,MIL,90,PHI,82,16301
Sat,Apr,8,2017,10:00p,UTA,86,POR,101,19865
Sat,Apr,8,2017,8:30p,LAC,98,SAS,87,18420
Sat,Apr,8,2017,7:00p,MIA,106,WAS,103,20365
Sun,Apr,9,2017,3:30p,CLE,125,ATL,126,18835
Sun,Apr,9,2017,5:00p,OKC,106,DEN,105,19718
Sun,Apr,9,2017,9:30p,MIN,109,LAL,110,18997
Sun,Apr,9,2017,6:00p,DET,103,MEM,90,16521
Sun,Apr,9,2017,12:00p,TOR,110,NYK,97,19812
Sun,Apr,9,2017,6:00p,DAL,111,PHX,124,18055
Sun,Apr,9,2017,6:00p,HOU,135,SAC,128,17608
Mon,Apr,10,2017,7:30p,BKN,105,BOS,114,18624
Mon,Apr,10,2017,8:00p,ORL,75,CHI,122,21545
Mon,Apr,10,2017,8:00p,WAS,105,DET,101,21012
Mon,Apr,10,2017,10:30p,UTA,105,GSW,99,19596
Mon,Apr,10,2017,10:30p,HOU,96,LAC,125,19163
Mon,Apr,10,2017,7:30p,CLE,121,MIA,124,19673
Mon,Apr,10,2017,8:00p,CHA,79,MIL,89,18717
Mon,Apr,10,2017,7:00p,IND,120,PHI,111,14622
Mon,Apr,10,2017,10:00p,SAS,98,POR,99,19393
Tue,Apr,11,2017,7:30p,CHA,76,ATL,103,14205
Tue,Apr,11,2017,8:30p,DEN,109,DAL,91,20333
Tue,Apr,11,2017,10:30p,NOP,96,LAL,108,18997
Tue,Apr,11,2017,8:00p,OKC,100,MIN,98,19356
Tue,Apr,11,2017,10:30p,PHX,104,SAC,129,17608
Wed,Apr,12,2017,8:00p,MIL,94,BOS,112,18624
Wed,Apr,12,2017,8:00p,BKN,73,CHI,112,21648
Wed,Apr,12,2017,8:00p,TOR,98,CLE,83,20562
Wed,Apr,12,2017,10:30p,LAL,94,GSW,109,19596
Wed,Apr,12,2017,8:00p,MIN,118,HOU,123,18055
Wed,Apr,12,2017,8:00p,ATL,86,IND,104,17923
Wed,Apr,12,2017,10:30p,SAC,95,LAC,115,19060
Wed,Apr,12,2017,8:00p,DAL,100,MEM,93,16274
Wed,Apr,12,2017,8:00p,WAS,102,MIA,110,19963
Wed,Apr,12,2017,8:00p,PHI,113,NYK,114,19812
Wed,Apr,12,2017,8:00p,DEN,111,OKC,105,18203
Wed,Apr,12,2017,8:00p,DET,109,ORL,113,19458
Wed,Apr,12,2017,10:30p,NOP,103,POR,100,19521
Wed,Apr,12,2017,9:00p,SAS,97,UTA,101,19911
Sat,Apr,15,2017,3:00p,IND,108,CLE,109,20562
Sat,Apr,15,2017,10:30p,UTA,97,LAC,95,19060
Sat,Apr,15,2017,8:00p,MEM,82,SAS,111,18418
Sat,Apr,15,2017,5:30p,MIL,97,TOR,83,20133
Sun,Apr,16,2017,6:30p,CHI,106,BOS,102,18624
Sun,Apr,16,2017,3:30p,POR,109,GSW,121,19596
Sun,Apr,16,2017,9:00p,OKC,87,HOU,118,18055
Sun,Apr,16,2017,1:00p,ATL,107,WAS,114,20356
Mon,Apr,17,2017,7:00p,IND,111,CLE,117,20562
Mon,Apr,17,2017,9:30p,MEM,82,SAS,96,18418
Tue,Apr,18,2017,8:00p,CHI,111,BOS,97,18624
Tue,Apr,18,2017,10:30p,UTA,91,LAC,99,19060
Tue,Apr,18,2017,7:00p,MIL,100,TOR,106,20077
Wed,Apr,19,2017,10:30p,POR,81,GSW,110,19596
Wed,Apr,19,2017,8:00p,OKC,111,HOU,115,18055
Wed,Apr,19,2017,7:00p,ATL,101,WAS,109,20356
Thu,Apr,20,2017,7:00p,CLE,119,IND,114,17923
Thu,Apr,20,2017,9:30p,SAS,94,MEM,105,18119
Thu,Apr,20,2017,8:00p,TOR,77,MIL,104,18717
Fri,Apr,21,2017,7:00p,BOS,104,CHI,87,21293
Fri,Apr,21,2017,9:30p,HOU,113,OKC,115,18203
Fri,Apr,21,2017,10:00p,LAC,111,UTA,106,19911
Sat,Apr,22,2017,5:30p,WAS,98,ATL,116,18866
Sat,Apr,22,2017,8:00p,SAS,108,MEM,110,18119
Sat,Apr,22,2017,3:00p,TOR,87,MIL,76,18717
Sat,Apr,22,2017,10:30p,GSW,119,POR,113,20177
Sun,Apr,23,2017,6:30p,BOS,104,CHI,95,21863
Sun,Apr,23,2017,1:00p,CLE,106,IND,102,17923
Sun,Apr,23,2017,3:30p,HOU,113,OKC,109,18203
Sun,Apr,23,2017,9:00p,LAC,98,UTA,105,19911
Mon,Apr,24,2017,8:00p,WAS,101,ATL,111,18676
Mon,Apr,24,2017,10:30p,GSW,128,POR,103,19902
Mon,Apr,24,2017,7:00p,MIL,93,TOR,118,20251
Tue,Apr,25,2017,8:00p,OKC,99,HOU,105,18055
Tue,Apr,25,2017,10:30p,UTA,96,LAC,92,19171
Tue,Apr,25,2017,9:00p,MEM,103,SAS,116,18418
Wed,Apr,26,2017,8:30p,CHI,97,BOS,108,18624
Wed,Apr,26,2017,6:00p,ATL,99,WAS,103,20356
Thu,Apr,27,2017,9:30p,SAS,103,MEM,96,18119
Thu,Apr,27,2017,7:00p,TOR,92,MIL,89,18717
Fri,Apr,28,2017,7:30p,WAS,115,ATL,99,18849
Fri,Apr,28,2017,8:00p,BOS,105,CHI,83,21682
Fri,Apr,28,2017,10:30p,LAC,98,UTA,93,19911
Sun,Apr,30,2017,1:00p,WAS,111,BOS,123,18624
Sun,Apr,30,2017,3:30p,UTA,104,LAC,91,19060
Mon,May,1,2017,7:00p,TOR,105,CLE,116,20562
Mon,May,1,2017,9:30p,HOU,126,SAS,99,18418
Tue,May,2,2017,8:00p,WAS,119,BOS,129,18624
Tue,May,2,2017,10:30p,UTA,94,GSW,106,19596
Wed,May,3,2017,7:00p,TOR,103,CLE,125,20562
Wed,May,3,2017,9:30p,HOU,96,SAS,121,18418
Thu,May,4,2017,10:30p,UTA,104,GSW,115,19596
Thu,May,4,2017,8:00p,BOS,89,WAS,116,20356
Fri,May,5,2017,9:30p,SAS,103,HOU,92,18187
Fri,May,5,2017,7:00p,CLE,115,TOR,94,20384
Sat,May,6,2017,8:30p,GSW,102,UTA,91,19911
Sun,May,7,2017,9:00p,SAS,104,HOU,125,18055
Sun,May,7,2017,3:30p,CLE,109,TOR,102,20307
