Day,Month,DayNumber,Year,StartTime,Visitor,VisitorPoints,Home,HomePoints,AttendeeNumber
Tue,Feb,13,2018,8:30p,SAC,114,DAL,109,19801
Tue,Feb,13,2018,10:30p,SAS,109,DEN,117,17623
Tue,Feb,13,2018,8:00p,ATL,92,MIL,97,14720
Tue,Feb,13,2018,8:00p,HOU,126,MIN,108,18978
Tue,Feb,13,2018,8:00p,CLE,120,OKC,112,18203
Tue,Feb,13,2018,7:00p,MIA,112,TOR,115,19800
Wed,Feb,14,2018,8:00p,LAC,129,BOS,119,18624
Wed,Feb,14,2018,7:30p,IND,108,BKN,103,13159
Wed,Feb,14,2018,8:00p,TOR,122,CHI,98,21006
Wed,Feb,14,2018,7:00p,ATL,98,DET,104,15849
Wed,Feb,14,2018,8:00p,SAC,91,HOU,100,18055
Wed,Feb,14,2018,8:00p,OKC,121,MEM,114,16012
Wed,Feb,14,2018,8:00p,LAL,117,NOP,139,15436
Wed,Feb,14,2018,7:30p,WAS,118,NYK,113,19812
Wed,Feb,14,2018,7:00p,CHA,104,ORL,102,18428
Wed,Feb,14,2018,7:00p,MIA,102,PHI,104,20492
Wed,Feb,14,2018,10:30p,GSW,117,POR,123,19520
Wed,Feb,14,2018,9:00p,PHX,97,UTA,107,18306
Thu,Feb,15,2018,8:00p,DEN,134,MIL,123,15486
Thu,Feb,15,2018,9:00p,LAL,111,MIN,119,17534
Thu,Feb,22,2018,8:00p,PHI,116,CHI,115,21312
Thu,Feb,22,2018,7:00p,BKN,96,CHA,111,14112
Thu,Feb,22,2018,8:00p,WAS,110,CLE,103,20562
Thu,Feb,22,2018,10:30p,LAC,127,GSW,134,19596
Thu,Feb,22,2018,7:00p,NYK,120,ORL,113,18846
Thu,Feb,22,2018,10:00p,OKC,110,SAC,107,17583
Fri,Feb,23,2018,9:00p,SAS,119,DEN,122,20027
Fri,Feb,23,2018,7:00p,BOS,110,DET,98,20491
Fri,Feb,23,2018,8:00p,MIN,102,HOU,120,18055
Fri,Feb,23,2018,7:00p,ATL,93,IND,116,17923
Fri,Feb,23,2018,10:30p,DAL,102,LAL,124,18997
Fri,Feb,23,2018,8:00p,CLE,112,MEM,89,18119
Fri,Feb,23,2018,8:00p,MIA,123,NOP,124,17751
Fri,Feb,23,2018,9:00p,LAC,128,PHX,117,17126
Fri,Feb,23,2018,7:30p,MIL,122,TOR,119,20047
Fri,Feb,23,2018,9:00p,POR,100,UTA,81,18306
Fri,Feb,23,2018,7:00p,CHA,122,WAS,105,17824
Sat,Feb,24,2018,8:30p,OKC,80,GSW,112,19596
Sat,Feb,24,2018,7:30p,MEM,89,MIA,115,19600
Sat,Feb,24,2018,9:00p,CHI,104,MIN,122,18978
Sat,Feb,24,2018,7:30p,BOS,121,NYK,112,19812
Sat,Feb,24,2018,5:00p,ORL,105,PHI,116,20594
Sat,Feb,24,2018,9:00p,POR,106,PHX,104,17112
Sat,Feb,24,2018,10:00p,LAL,113,SAC,108,17583
Sat,Feb,24,2018,9:00p,DAL,90,UTA,97,18306
Sun,Feb,25,2018,1:00p,DET,98,CHA,114,17894
Sun,Feb,25,2018,3:30p,SAS,110,CLE,94,20562
Sun,Feb,25,2018,8:00p,HOU,119,DEN,114,20044
Sun,Feb,25,2018,3:00p,NOP,123,MIL,121,18717
Sun,Feb,25,2018,8:00p,PHI,94,WAS,109,17180
Mon,Feb,26,2018,7:30p,LAL,123,ATL,104,16328
Mon,Feb,26,2018,7:30p,MEM,98,BOS,109,18624
Mon,Feb,26,2018,7:30p,CHI,87,BKN,104,15081
Mon,Feb,26,2018,8:30p,IND,103,DAL,109,19536
Mon,Feb,26,2018,8:00p,PHX,116,NOP,125,14302
Mon,Feb,26,2018,7:30p,GSW,125,NYK,111,19812
Mon,Feb,26,2018,8:00p,ORL,105,OKC,112,18203
Mon,Feb,26,2018,10:00p,MIN,118,SAC,100,17583
Mon,Feb,26,2018,7:30p,DET,94,TOR,123,19800
Mon,Feb,26,2018,9:00p,HOU,96,UTA,85,18306
Tue,Feb,27,2018,7:00p,CHI,103,CHA,118,14521
Tue,Feb,27,2018,7:00p,BKN,123,CLE,129,20562
Tue,Feb,27,2018,10:30p,LAC,122,DEN,120,15004
Tue,Feb,27,2018,7:30p,PHI,101,MIA,102,19600
Tue,Feb,27,2018,8:00p,WAS,107,MIL,104,16093
Tue,Feb,27,2018,10:00p,SAC,99,POR,116,19468
Wed,Feb,28,2018,7:30p,IND,102,ATL,107,13316
Wed,Feb,28,2018,7:30p,CHA,106,BOS,134,18624
Wed,Feb,28,2018,8:30p,OKC,111,DAL,110,20202
Wed,Feb,28,2018,7:00p,MIL,87,DET,110,16146
Wed,Feb,28,2018,10:30p,HOU,105,LAC,92,19068
Wed,Feb,28,2018,8:00p,PHX,110,MEM,102,13484
Wed,Feb,28,2018,7:00p,TOR,117,ORL,104,17328
Wed,Feb,28,2018,8:30p,NOP,121,SAS,116,18418
Wed,Feb,28,2018,8:00p,GSW,109,WAS,101,20356
Thu,Mar,1,2018,8:00p,PHI,108,CLE,97,20562
Thu,Mar,1,2018,7:30p,LAL,131,MIA,113,19600
Thu,Mar,1,2018,10:30p,MIN,99,POR,108,19533
Thu,Mar,1,2018,10:00p,BKN,111,SAC,116,17583
Fri,Mar,2,2018,7:30p,GSW,114,ATL,109,16728
Fri,Mar,2,2018,8:00p,DAL,100,CHI,108,21017
Fri,Mar,2,2018,10:30p,NYK,105,LAC,128,17190
Fri,Mar,2,2018,8:00p,DEN,108,MEM,102,16421
Fri,Mar,2,2018,8:00p,IND,103,MIL,96,17217
Fri,Mar,2,2018,7:00p,DET,106,ORL,115,17223
Fri,Mar,2,2018,7:00p,CHA,99,PHI,110,20487
Fri,Mar,2,2018,9:00p,OKC,124,PHX,116,18055
Fri,Mar,2,2018,10:30p,MIN,108,UTA,116,18306
Fri,Mar,2,2018,8:00p,TOR,102,WAS,95,18631
Sat,Mar,3,2018,7:30p,DEN,126,CLE,117,20562
Sat,Mar,3,2018,8:30p,BOS,120,HOU,123,18476
Sat,Mar,3,2018,7:30p,DET,96,MIA,105,19600
Sat,Mar,3,2018,7:00p,MEM,100,ORL,107,17875
Sat,Mar,3,2018,10:00p,OKC,100,POR,108,20063
Sat,Mar,3,2018,10:00p,UTA,98,SAC,91,17583
Sat,Mar,3,2018,9:00p,LAL,116,SAS,112,18557
Sun,Mar,4,2018,3:30p,PHX,112,ATL,113,15166
Sun,Mar,4,2018,7:00p,NOP,126,DAL,109,19798
Sun,Mar,4,2018,9:00p,BKN,120,LAC,123,16384
Sun,Mar,4,2018,8:00p,PHI,110,MIL,118,15587
Sun,Mar,4,2018,9:00p,NYK,99,SAC,102,17583
Sun,Mar,4,2018,6:00p,CHA,98,TOR,103,19800
Sun,Mar,4,2018,6:00p,IND,98,WAS,95,16646
Mon,Mar,5,2018,8:00p,BOS,105,CHI,89,21286
Mon,Mar,5,2018,7:00p,DET,90,CLE,112,20562
Mon,Mar,5,2018,7:00p,MIL,89,IND,92,15874
Mon,Mar,5,2018,10:30p,POR,108,LAL,103,18997
Mon,Mar,5,2018,7:30p,PHX,103,MIA,125,19600
Mon,Mar,5,2018,8:30p,MEM,98,SAS,100,18418
Mon,Mar,5,2018,9:00p,ORL,80,UTA,94,18306
Tue,Mar,6,2018,7:00p,PHI,128,CHA,114,15600
Tue,Mar,6,2018,8:30p,DEN,107,DAL,118,19504
Tue,Mar,6,2018,10:30p,BKN,101,GSW,114,19596
Tue,Mar,6,2018,10:30p,NOP,121,LAC,116,16412
Tue,Mar,6,2018,8:00p,HOU,122,OKC,112,18203
Tue,Mar,6,2018,10:00p,NYK,87,POR,111,19393
Tue,Mar,6,2018,7:00p,ATL,90,TOR,106,19800
Tue,Mar,6,2018,7:00p,MIA,113,WAS,117,16582
Wed,Mar,7,2018,8:00p,MEM,110,CHI,119,20210
Wed,Mar,7,2018,10:30p,CLE,113,DEN,108,20062
Wed,Mar,7,2018,8:00p,TOR,121,DET,119,17769
Wed,Mar,7,2018,7:00p,UTA,104,IND,84,16432
Wed,Mar,7,2018,10:30p,ORL,107,LAL,108,18997
Wed,Mar,7,2018,8:00p,HOU,110,MIL,99,17195
Wed,Mar,7,2018,10:00p,NOP,114,SAC,101,17583
Thu,Mar,8,2018,7:00p,BKN,125,CHA,111,14173
Thu,Mar,8,2018,10:30p,SAS,107,GSW,110,19596
Thu,Mar,8,2018,7:30p,PHI,99,MIA,108,19600
Thu,Mar,8,2018,8:00p,BOS,117,MIN,109,18978
Thu,Mar,8,2018,8:00p,PHX,87,OKC,115,18203
Fri,Mar,9,2018,9:00p,LAL,116,DEN,125,19807
Fri,Mar,9,2018,7:00p,CHI,83,DET,99,17406
Fri,Mar,9,2018,7:00p,ATL,87,IND,112,17923
Fri,Mar,9,2018,10:30p,CLE,102,LAC,116,19130
Fri,Mar,9,2018,8:00p,UTA,95,MEM,78,15622
Fri,Mar,9,2018,8:00p,NYK,112,MIL,120,18717
Fri,Mar,9,2018,8:00p,WAS,116,NOP,97,18143
Fri,Mar,9,2018,10:00p,GSW,108,POR,125,19487
Fri,Mar,9,2018,10:00p,ORL,88,SAC,94,17583
Fri,Mar,9,2018,7:30p,HOU,105,TOR,108,20131
Sat,Mar,10,2018,5:00p,PHX,115,CHA,122,19336
Sat,Mar,10,2018,8:30p,MEM,80,DAL,114,19579
Sat,Mar,10,2018,10:30p,ORL,105,LAC,113,16561
Sat,Mar,10,2018,7:30p,WAS,102,MIA,129,19689
Sat,Mar,10,2018,8:30p,SAS,94,OKC,104,18203
Sun,Mar,11,2018,3:30p,CHI,129,ATL,122,15266
Sun,Mar,11,2018,7:30p,IND,99,BOS,97,18624
Sun,Mar,11,2018,7:30p,PHI,120,BKN,97,16901
Sun,Mar,11,2018,7:00p,HOU,105,DAL,82,20394
Sun,Mar,11,2018,5:00p,SAC,104,DEN,130,19520
Sun,Mar,11,2018,9:00p,CLE,113,LAL,127,18997
Sun,Mar,11,2018,3:30p,GSW,103,MIN,109,18978
Sun,Mar,11,2018,4:00p,UTA,116,NOP,99,18062
Sun,Mar,11,2018,1:00p,TOR,132,NYK,106,19812
Mon,Mar,12,2018,8:00p,SAS,93,HOU,109,18092
Mon,Mar,12,2018,8:00p,MIL,121,MEM,103,14112
Mon,Mar,12,2018,8:00p,SAC,101,OKC,106,18203
Mon,Mar,12,2018,10:30p,MIA,99,POR,115,19786
Tue,Mar,13,2018,7:30p,OKC,119,ATL,107,16739
Tue,Mar,13,2018,7:30p,TOR,116,BKN,102,16654
Tue,Mar,13,2018,8:00p,LAC,112,CHI,106,20912
Tue,Mar,13,2018,10:30p,DEN,103,LAL,112,18997
Tue,Mar,13,2018,8:00p,CHA,115,NOP,119,15507
Tue,Mar,13,2018,7:30p,DAL,110,NYK,97,18597
Tue,Mar,13,2018,7:00p,IND,101,PHI,98,20531
Tue,Mar,13,2018,10:00p,CLE,129,PHX,107,18055
Tue,Mar,13,2018,8:30p,ORL,72,SAS,108,18418
Tue,Mar,13,2018,9:00p,DET,79,UTA,110,18306
Tue,Mar,13,2018,7:00p,MIN,116,WAS,111,17078
Wed,Mar,14,2018,8:00p,WAS,125,BOS,124,18624
Wed,Mar,14,2018,10:30p,LAL,106,GSW,117,19596
Wed,Mar,14,2018,7:00p,MIL,117,ORL,126,17713
Wed,Mar,14,2018,10:00p,MIA,119,SAC,123,17583
Thu,Mar,15,2018,7:30p,CHA,129,ATL,117,14486
Thu,Mar,15,2018,9:00p,DET,113,DEN,120,18697
Thu,Mar,15,2018,8:00p,LAC,96,HOU,101,18055
Thu,Mar,15,2018,7:00p,TOR,106,IND,99,17923
Thu,Mar,15,2018,8:00p,CHI,111,MEM,110,16511
Thu,Mar,15,2018,7:30p,PHI,118,NYK,110,18894
Thu,Mar,15,2018,10:00p,CLE,105,POR,113,19806
Thu,Mar,15,2018,8:30p,NOP,93,SAS,98,18418
Thu,Mar,15,2018,9:00p,PHX,88,UTA,116,18306
Fri,Mar,16,2018,10:30p,SAC,98,GSW,93,19596
Fri,Mar,16,2018,10:30p,MIA,92,LAL,91,18997
Fri,Mar,16,2018,8:00p,LAC,113,OKC,121,18203
Fri,Mar,16,2018,7:00p,BOS,92,ORL,83,18981
Fri,Mar,16,2018,7:00p,BKN,116,PHI,120,20666
Fri,Mar,16,2018,7:30p,DAL,115,TOR,122,19800
Sat,Mar,17,2018,7:30p,DAL,106,BKN,114,13877
Sat,Mar,17,2018,8:00p,CLE,114,CHI,109,22983
Sat,Mar,17,2018,8:00p,DEN,94,MEM,101,16501
Sat,Mar,17,2018,6:00p,ATL,117,MIL,122,18717
Sat,Mar,17,2018,7:00p,HOU,107,NOP,101,18495
Sat,Mar,17,2018,7:30p,CHA,101,NYK,124,17760
Sat,Mar,17,2018,10:00p,GSW,124,PHX,109,18055
Sat,Mar,17,2018,10:00p,DET,87,POR,100,19727
Sat,Mar,17,2018,8:30p,MIN,101,SAS,117,18418
Sat,Mar,17,2018,9:00p,SAC,97,UTA,103,18306
Sat,Mar,17,2018,7:00p,IND,102,WAS,109,18249
Sun,Mar,18,2018,10:30p,POR,122,LAC,109,17776
Sun,Mar,18,2018,7:00p,HOU,129,MIN,120,18978
Sun,Mar,18,2018,6:00p,BOS,89,NOP,108,18277
Sun,Mar,18,2018,1:00p,OKC,132,TOR,125,19800
Mon,Mar,19,2018,7:30p,MEM,115,BKN,118,12856
Mon,Mar,19,2018,7:00p,MIL,117,CLE,124,20562
Mon,Mar,19,2018,7:00p,LAL,100,IND,110,16603
Mon,Mar,19,2018,7:30p,DEN,141,MIA,149,19600
Mon,Mar,19,2018,7:30p,CHI,92,NYK,110,18835
Mon,Mar,19,2018,7:00p,CHA,94,PHI,108,20530
Mon,Mar,19,2018,10:00p,DET,106,SAC,90,17583
Mon,Mar,19,2018,9:30p,GSW,75,SAS,89,18418
Tue,Mar,20,2018,8:00p,OKC,99,BOS,100,18624
Tue,Mar,20,2018,8:00p,LAC,109,MIN,123,16351
Tue,Mar,20,2018,8:00p,DAL,105,NOP,115,14484
Tue,Mar,20,2018,7:00p,TOR,93,ORL,86,16228
Tue,Mar,20,2018,10:00p,DET,115,PHX,88,17400
Tue,Mar,20,2018,10:30p,HOU,115,POR,111,20012
Tue,Mar,20,2018,9:00p,ATL,99,UTA,94,18306
Wed,Mar,21,2018,7:30p,CHA,111,BKN,105,10231
Wed,Mar,21,2018,8:00p,DEN,135,CHI,102,20671
Wed,Mar,21,2018,7:00p,TOR,129,CLE,132,20562
Wed,Mar,21,2018,7:30p,NYK,98,MIA,119,19600
Wed,Mar,21,2018,8:00p,LAC,127,MIL,120,17916
Wed,Mar,21,2018,8:00p,IND,92,NOP,96,14148
Wed,Mar,21,2018,7:00p,MEM,105,PHI,119,10411
Wed,Mar,21,2018,9:30p,WAS,90,SAS,98,18418
Thu,Mar,22,2018,7:00p,MEM,79,CHA,140,15033
Thu,Mar,22,2018,8:30p,UTA,119,DAL,112,19725
Thu,Mar,22,2018,8:00p,DET,96,HOU,100,18055
Thu,Mar,22,2018,8:00p,LAL,125,NOP,128,18037
Thu,Mar,22,2018,7:00p,PHI,118,ORL,98,17881
Thu,Mar,22,2018,10:00p,ATL,90,SAC,105,17583
Fri,Mar,23,2018,8:00p,MIL,118,CHI,105,21698
Fri,Mar,23,2018,7:30p,PHX,95,CLE,120,20562
Fri,Mar,23,2018,10:30p,ATL,94,GSW,106,19596
Fri,Mar,23,2018,7:00p,LAC,104,IND,109,17923
Fri,Mar,23,2018,7:30p,MIN,108,NYK,104,18914
Fri,Mar,23,2018,8:00p,MIA,99,OKC,105,18203
Fri,Mar,23,2018,10:00p,BOS,105,POR,100,19575
Fri,Mar,23,2018,8:30p,UTA,120,SAS,124,18418
Fri,Mar,23,2018,7:30p,BKN,112,TOR,116,19800
Fri,Mar,23,2018,7:00p,DEN,108,WAS,100,19016
Sat,Mar,24,2018,8:30p,CHA,102,DAL,98,20085
Sat,Mar,24,2018,7:00p,CHI,95,DET,117,19139
Sat,Mar,24,2018,8:00p,NOP,91,HOU,114,18055
Sat,Mar,24,2018,8:00p,LAL,100,MEM,93,18119
Sat,Mar,24,2018,7:00p,PHX,99,ORL,105,17393
Sat,Mar,24,2018,6:00p,MIN,108,PHI,120,20668
Sun,Mar,25,2018,1:00p,CLE,121,BKN,114,17732
Sun,Mar,25,2018,8:30p,UTA,110,GSW,91,19596
Sun,Mar,25,2018,8:00p,ATL,99,HOU,118,18055
Sun,Mar,25,2018,5:00p,MIA,107,IND,113,17923
Sun,Mar,25,2018,3:30p,SAS,103,MIL,106,18717
Sun,Mar,25,2018,7:00p,POR,108,OKC,105,18203
Sun,Mar,25,2018,6:00p,BOS,104,SAC,93,17583
Sun,Mar,25,2018,6:00p,LAC,117,TOR,106,19800
Sun,Mar,25,2018,6:00p,NYK,101,WAS,97,18884
Mon,Mar,26,2018,7:00p,NYK,128,CHA,137,14487
Mon,Mar,26,2018,7:00p,LAL,106,DET,112,18718
Mon,Mar,26,2018,8:00p,MEM,101,MIN,93,16290
Mon,Mar,26,2018,7:00p,DEN,104,PHI,123,20585
Mon,Mar,26,2018,10:00p,BOS,102,PHX,94,18055
Tue,Mar,27,2018,10:30p,IND,92,GSW,81,19596
Tue,Mar,27,2018,8:00p,CHI,86,HOU,118,18055
Tue,Mar,27,2018,10:30p,MIL,98,LAC,105,19068
Tue,Mar,27,2018,8:00p,CLE,79,MIA,98,20093
Tue,Mar,27,2018,8:00p,POR,107,NOP,103,15426
Tue,Mar,27,2018,10:00p,DAL,103,SAC,97,17583
Tue,Mar,27,2018,7:30p,DEN,110,TOR,114,19800
Tue,Mar,27,2018,7:00p,SAS,106,WAS,116,19588
Wed,Mar,28,2018,7:00p,CLE,118,CHA,105,19474
Wed,Mar,28,2018,10:30p,DAL,93,LAL,103,18997
Wed,Mar,28,2018,8:00p,POR,103,MEM,108,16050
Wed,Mar,28,2018,8:00p,ATL,114,MIN,126,16183
Wed,Mar,28,2018,7:00p,BKN,111,ORL,104,16517
Wed,Mar,28,2018,7:00p,NYK,101,PHI,118,20655
Wed,Mar,28,2018,10:00p,LAC,111,PHX,99,17005
Wed,Mar,28,2018,9:30p,BOS,97,UTA,94,18306
Thu,Mar,29,2018,7:00p,WAS,92,DET,103,18268
Thu,Mar,29,2018,10:30p,MIL,116,GSW,107,19596
Thu,Mar,29,2018,7:30p,CHI,92,MIA,103,19746
Thu,Mar,29,2018,10:00p,IND,106,SAC,103,11360
Thu,Mar,29,2018,8:00p,OKC,99,SAS,103,18418
Fri,Mar,30,2018,7:30p,PHI,101,ATL,91,16579
Fri,Mar,30,2018,8:00p,NOP,102,CLE,107,20562
Fri,Mar,30,2018,8:30p,MIN,93,DAL,92,20244
Fri,Mar,30,2018,8:00p,PHX,103,HOU,104,18055
Fri,Mar,30,2018,10:30p,MIL,124,LAL,122,18997
Fri,Mar,30,2018,8:00p,DEN,126,OKC,125,18203
Fri,Mar,30,2018,7:00p,CHI,90,ORL,82,18918
Fri,Mar,30,2018,10:30p,LAC,96,POR,105,20013
Fri,Mar,30,2018,9:00p,MEM,97,UTA,107,18306
Sat,Mar,31,2018,7:30p,TOR,99,BOS,110,18624
Sat,Mar,31,2018,8:00p,BKN,110,MIA,109,19600
Sat,Mar,31,2018,5:00p,DET,115,NYK,109,19812
Sat,Mar,31,2018,10:00p,GSW,112,SAC,96,17583
Sat,Mar,31,2018,3:00p,CHA,93,WAS,107,19071
Sun,Apr,1,2018,6:00p,ORL,88,ATL,94,13587
Sun,Apr,1,2018,6:00p,DET,108,BKN,96,16097
Sun,Apr,1,2018,3:30p,WAS,94,CHI,113,20466
Sun,Apr,1,2018,1:00p,PHI,119,CHA,102,17005
Sun,Apr,1,2018,6:00p,DAL,87,CLE,98,20562
Sun,Apr,1,2018,8:00p,MIL,125,DEN,128,19520
Sun,Apr,1,2018,8:30p,PHX,107,GSW,117,19596
Sun,Apr,1,2018,3:30p,IND,111,LAC,104,15866
Sun,Apr,1,2018,9:30p,SAC,84,LAL,83,18997
Sun,Apr,1,2018,7:00p,UTA,121,MIN,97,18978
Sun,Apr,1,2018,6:00p,OKC,109,NOP,104,18500
Sun,Apr,1,2018,9:00p,MEM,98,POR,113,19545
Sun,Apr,1,2018,3:30p,HOU,83,SAS,100,18418
Tue,Apr,3,2018,8:00p,CHA,114,CHI,120,20139
Tue,Apr,3,2018,7:00p,TOR,106,CLE,112,20562
Tue,Apr,3,2018,8:30p,POR,109,DAL,115,19624
Tue,Apr,3,2018,9:00p,IND,104,DEN,107,14743
Tue,Apr,3,2018,8:00p,WAS,104,HOU,120,18055
Tue,Apr,3,2018,10:30p,SAS,110,LAC,113,17449
Tue,Apr,3,2018,7:30p,ATL,98,MIA,101,19600
Tue,Apr,3,2018,8:00p,BOS,102,MIL,106,16188
Tue,Apr,3,2018,7:30p,ORL,97,NYK,73,19812
Tue,Apr,3,2018,8:00p,GSW,111,OKC,107,18203
Tue,Apr,3,2018,7:00p,BKN,95,PHI,121,20710
Tue,Apr,3,2018,10:00p,SAC,94,PHX,97,16826
Tue,Apr,3,2018,9:00p,LAL,110,UTA,117,18306
Wed,Apr,4,2018,7:30p,MIA,115,ATL,86,16696
Wed,Apr,4,2018,7:00p,PHI,115,DET,108,18395
Wed,Apr,4,2018,10:30p,SAS,112,LAL,122,18997
Wed,Apr,4,2018,8:00p,MEM,95,NOP,123,16521
Wed,Apr,4,2018,7:00p,DAL,100,ORL,105,18112
Wed,Apr,4,2018,8:00p,BOS,78,TOR,96,19963
Thu,Apr,5,2018,8:00p,WAS,115,CLE,119,20562
Thu,Apr,5,2018,10:30p,MIN,96,DEN,100,16415
Thu,Apr,5,2018,8:00p,POR,94,HOU,96,18055
Thu,Apr,5,2018,7:00p,GSW,106,IND,126,17923
Thu,Apr,5,2018,8:00p,BKN,119,MIL,111,18378
Thu,Apr,5,2018,9:00p,LAC,95,UTA,117,18306
Fri,Apr,6,2018,7:30p,CHI,104,BOS,111,18624
Fri,Apr,6,2018,7:00p,DAL,106,DET,113,18768
Fri,Apr,6,2018,10:30p,MIN,113,LAL,96,18997
Fri,Apr,6,2018,8:00p,SAC,94,MEM,93,16527
Fri,Apr,6,2018,7:30p,MIA,98,NYK,122,19569
Fri,Apr,6,2018,7:00p,CHA,137,ORL,100,17018
Fri,Apr,6,2018,7:00p,CLE,130,PHI,132,20769
Fri,Apr,6,2018,10:00p,NOP,122,PHX,103,18055
Fri,Apr,6,2018,7:30p,IND,73,TOR,92,19924
Fri,Apr,6,2018,7:00p,ATL,103,WAS,97,19557
Sat,Apr,7,2018,8:00p,BKN,124,CHI,96,21669
Sat,Apr,7,2018,8:30p,NOP,126,GSW,120,19596
Sat,Apr,7,2018,8:30p,OKC,108,HOU,102,18055
Sat,Apr,7,2018,3:30p,DEN,134,LAC,115,16166
Sat,Apr,7,2018,7:30p,MIL,115,NYK,102,19812
Sat,Apr,7,2018,9:00p,POR,105,SAS,116,18610
Sun,Apr,8,2018,1:00p,ATL,112,BOS,106,18624
Sun,Apr,8,2018,1:00p,IND,123,CHA,117,16629
Sun,Apr,8,2018,6:00p,UTA,112,LAL,97,18997
Sun,Apr,8,2018,3:30p,DET,117,MEM,130,16044
Sun,Apr,8,2018,1:00p,DAL,97,PHI,109,20846
Sun,Apr,8,2018,9:00p,GSW,117,PHX,100,18055
Sun,Apr,8,2018,6:00p,ORL,101,TOR,112,19948
Mon,Apr,9,2018,7:30p,CHI,105,BKN,114,16187
Mon,Apr,9,2018,9:00p,POR,82,DEN,88,17467
Mon,Apr,9,2018,7:00p,TOR,108,DET,98,17529
Mon,Apr,9,2018,10:30p,NOP,113,LAC,100,15742
Mon,Apr,9,2018,7:30p,OKC,115,MIA,93,19600
Mon,Apr,9,2018,8:00p,ORL,86,MIL,102,18717
Mon,Apr,9,2018,8:00p,MEM,94,MIN,113,17641
Mon,Apr,9,2018,7:30p,CLE,123,NYK,109,19449
Mon,Apr,9,2018,8:30p,SAC,85,SAS,98,18418
Tue,Apr,10,2018,7:30p,PHI,121,ATL,113,15673
Tue,Apr,10,2018,8:30p,PHX,124,DAL,97,20041
Tue,Apr,10,2018,7:00p,CHA,119,IND,93,17331
Tue,Apr,10,2018,10:30p,HOU,105,LAL,99,18997
Tue,Apr,10,2018,9:00p,GSW,79,UTA,119,18306
Tue,Apr,10,2018,8:00p,BOS,101,WAS,113,18887
Wed,Apr,11,2018,8:00p,BKN,97,BOS,110,18624
Wed,Apr,11,2018,8:00p,DET,119,CHI,87,21342
Wed,Apr,11,2018,8:00p,NYK,110,CLE,98,20562
Wed,Apr,11,2018,10:30p,LAL,115,LAC,100,19068
Wed,Apr,11,2018,8:00p,TOR,109,MIA,116,19600
Wed,Apr,11,2018,8:00p,DEN,106,MIN,112,18978
Wed,Apr,11,2018,8:00p,SAS,98,NOP,122,18573
Wed,Apr,11,2018,8:00p,MEM,123,OKC,137,18203
Wed,Apr,11,2018,8:00p,WAS,92,ORL,101,17598
Wed,Apr,11,2018,8:00p,MIL,95,PHI,130,20659
Wed,Apr,11,2018,10:30p,UTA,93,POR,102,20186
Wed,Apr,11,2018,10:30p,HOU,83,SAC,96,17583
Sat,Apr,14,2018,3:00p,SAS,92,GSW,113,19596
Sat,Apr,14,2018,8:00p,MIA,103,PHI,130,20617
Sat,Apr,14,2018,10:30p,NOP,97,POR,95,19882
Sat,Apr,14,2018,5:30p,WAS,106,TOR,114,19937
Sun,Apr,15,2018,1:00p,MIL,107,BOS,113,18624
Sun,Apr,15,2018,3:30p,IND,98,CLE,80,20562
Sun,Apr,15,2018,9:00p,MIN,101,HOU,104,18055
Sun,Apr,15,2018,6:30p,UTA,108,OKC,116,18203
Mon,Apr,16,2018,10:30p,SAS,101,GSW,116,19596
Mon,Apr,16,2018,8:00p,MIA,113,PHI,103,20753
Tue,Apr,17,2018,8:00p,MIL,106,BOS,120,18624
Tue,Apr,17,2018,10:30p,NOP,111,POR,102,20066
Tue,Apr,17,2018,7:00p,WAS,119,TOR,130,20242
Wed,Apr,18,2018,7:00p,IND,97,CLE,100,20562
Wed,Apr,18,2018,9:30p,MIN,82,HOU,102,18055
Wed,Apr,18,2018,8:00p,UTA,102,OKC,95,18203
Thu,Apr,19,2018,7:00p,PHI,128,MIA,108,19812
Thu,Apr,19,2018,9:00p,POR,102,NOP,119,18551
Thu,Apr,19,2018,9:30p,GSW,110,SAS,97,18418
Fri,Apr,20,2018,7:00p,CLE,90,IND,92,17923
Fri,Apr,20,2018,9:30p,BOS,92,MIL,116,18717
Fri,Apr,20,2018,8:00p,TOR,103,WAS,122,20356
Sat,Apr,21,2018,2:30p,PHI,106,MIA,102,19804
Sat,Apr,21,2018,7:30p,HOU,105,MIN,121,18978
Sat,Apr,21,2018,5:00p,POR,123,NOP,131,18544
Sat,Apr,21,2018,10:00p,OKC,102,UTA,115,18306
Sun,Apr,22,2018,8:30p,CLE,104,IND,100,17923
Sun,Apr,22,2018,1:00p,BOS,102,MIL,104,18717
Sun,Apr,22,2018,3:30p,GSW,90,SAS,103,18418
Sun,Apr,22,2018,6:00p,TOR,98,WAS,106,20356
Mon,Apr,23,2018,8:00p,HOU,119,MIN,100,18978
Mon,Apr,23,2018,10:30p,OKC,96,UTA,113,18306
Tue,Apr,24,2018,7:00p,MIL,87,BOS,92,18624
Tue,Apr,24,2018,10:30p,SAS,91,GSW,99,19596
Tue,Apr,24,2018,8:00p,MIA,91,PHI,104,21171
Wed,Apr,25,2018,7:00p,IND,95,CLE,98,20562
Wed,Apr,25,2018,9:30p,MIN,104,HOU,122,18055
Wed,Apr,25,2018,9:30p,UTA,99,OKC,107,18203
Wed,Apr,25,2018,7:00p,WAS,98,TOR,108,19987
Thu,Apr,26,2018,8:00p,BOS,86,MIL,97,18717
