Day,Month,DayNumber,Year,StartTime,Visitor,VisitorPoints,Home,HomePoints,AttendeeNumber
Fri,Apr,27,2018,8:00p,CLE,87,IND,121,17923
Fri,Apr,27,2018,10:30p,OKC,91,UTA,96,18306
Fri,Apr,27,2018,7:00p,TOR,102,WAS,92,20356
Sat,Apr,28,2018,8:00p,MIL,96,BOS,112,18624
Sat,Apr,28,2018,10:30p,NOP,101,GSW,123,19596
Sun,Apr,29,2018,1:00p,IND,101,CLE,105,20562
Sun,Apr,29,2018,3:30p,UTA,96,HOU,110,18055
Mon,Apr,30,2018,8:00p,PHI,101,BOS,117,18624
Tue,May,1,2018,10:30p,NOP,116,GSW,121,19596
Tue,May,1,2018,8:00p,CLE,113,TOR,112,19954
Wed,May,2,2018,8:00p,UTA,116,HOU,108,18055
Thu,May,3,2018,8:30p,PHI,103,BOS,108,18624
Thu,May,3,2018,6:00p,CLE,128,TOR,110,20127
Fri,May,4,2018,8:00p,GSW,100,NOP,119,18551
Fri,May,4,2018,10:30p,HOU,113,UTA,92,18306
Sat,May,5,2018,8:30p,TOR,103,CLE,105,20562
Sat,May,5,2018,5:00p,BOS,101,PHI,98,20758
Sun,May,6,2018,3:30p,GSW,118,NOP,92,18513
Sun,May,6,2018,8:00p,HOU,100,UTA,87,18306
Mon,May,7,2018,8:30p,TOR,93,CLE,128,20562
Mon,May,7,2018,6:00p,BOS,92,PHI,103,20936
Tue,May,8,2018,10:30p,NOP,104,GSW,113,19596
Tue,May,8,2018,8:00p,UTA,102,HOU,112,18055
Wed,May,9,2018,8:00p,PHI,112,BOS,114,18624
Sun,May,13,2018,3:30p,CLE,83,BOS,108,18624
Mon,May,14,2018,9:00p,GSW,119,HOU,106,18055
Tue,May,15,2018,8:30p,CLE,94,BOS,107,18624
Wed,May,16,2018,9:00p,GSW,105,HOU,127,18119
Sat,May,19,2018,8:30p,BOS,86,CLE,116,20562
Sun,May,20,2018,8:00p,HOU,85,GSW,126,19596
Mon,May,21,2018,8:30p,BOS,102,CLE,111,20562
Tue,May,22,2018,9:00p,HOU,95,GSW,92,19596
Wed,May,23,2018,8:30p,CLE,83,BOS,96,18624
Thu,May,24,2018,9:00p,GSW,94,HOU,98,18208
Fri,May,25,2018,8:30p,BOS,99,CLE,109,20562
Sat,May,26,2018,9:00p,HOU,86,GSW,115,19596
Sun,May,27,2018,8:30p,CLE,87,BOS,79,18624
Mon,May,28,2018,9:00p,GSW,101,HOU,92,18055
Thu,May,31,2018,9:00p,CLE,114,GSW,124,19596
Sun,Jun,3,2018,8:00p,CLE,103,GSW,122,19596
Wed,Jun,6,2018,9:00p,GSW,110,CLE,102,20562
Fri,Jun,8,2018,9:00p,GSW,108,CLE,85,20562
