Day,Month,DayNumber,Year,StartTime,,VisitorPoints,,HomePoints,AttendeeNumber
Wed,Dec,23,2015,7:00p,BOS,102,CHA,89,19082
Wed,Dec,23,2015,7:00p,NYK,84,CLE,91,20562
Wed,Dec,23,2015,10:30p,UTA,85,GSW,103,19596
Wed,Dec,23,2015,7:00p,SAC,108,IND,106,18165
Wed,Dec,23,2015,10:30p,OKC,120,LAL,85,18997
Wed,Dec,23,2015,8:00p,PHI,100,MIL,113,15754
Wed,Dec,23,2015,8:00p,SAS,108,MIN,83,16788
Wed,Dec,23,2015,8:00p,POR,89,NOP,115,16686
Wed,Dec,23,2015,7:00p,HOU,101,ORL,104,17061
Wed,Dec,23,2015,9:00p,DEN,104,PHX,96,17034
Wed,Dec,23,2015,7:00p,MEM,91,WAS,100,15879
Fri,Dec,25,2015,5:00p,CLE,83,GSW,89,19596
Fri,Dec,25,2015,8:00p,SAS,84,HOU,88,18319
Fri,Dec,25,2015,10:30p,LAC,94,LAL,84,18997
Fri,Dec,25,2015,12:00p,NOP,88,MIA,94,19845
Fri,Dec,25,2015,2:30p,CHI,105,OKC,96,18203
Sat,Dec,26,2015,7:30p,NYK,98,ATL,117,19015
Sat,Dec,26,2015,4:00p,WAS,111,BKN,96,17732
Sat,Dec,26,2015,7:00p,MEM,92,CHA,98,19091
Sat,Dec,26,2015,8:30p,CHI,111,DAL,118,20392
Sat,Dec,26,2015,7:30p,BOS,99,DET,93,18288
Sat,Dec,26,2015,5:00p,TOR,111,MIL,90,16329
Sat,Dec,26,2015,8:00p,IND,102,MIN,88,15076
Sat,Dec,26,2015,7:00p,HOU,108,NOP,110,18248
Sat,Dec,26,2015,7:00p,MIA,108,ORL,101,18846
Sat,Dec,26,2015,9:00p,PHI,111,PHX,104,17548
Sat,Dec,26,2015,10:00p,CLE,76,POR,105,19393
Sat,Dec,26,2015,8:30p,DEN,86,SAS,101,18420
Sat,Dec,26,2015,9:00p,LAC,109,UTA,104,19911
Sun,Dec,27,2015,7:00p,NYK,91,BOS,100,18624
Sun,Dec,27,2015,6:00p,LAL,96,MEM,112,18119
Sun,Dec,27,2015,7:00p,DEN,112,OKC,122,18203
Sun,Dec,27,2015,9:00p,POR,98,SAC,94,17317
Mon,Dec,28,2015,8:00p,TOR,97,CHI,104,21898
Mon,Dec,28,2015,7:00p,LAL,98,CHA,108,19632
Mon,Dec,28,2015,8:30p,MIL,93,DAL,103,20300
Mon,Dec,28,2015,10:30p,SAC,103,GSW,122,19596
Mon,Dec,28,2015,7:00p,ATL,87,IND,93,18165
Mon,Dec,28,2015,7:30p,BKN,111,MIA,105,19975
Mon,Dec,28,2015,7:00p,NOP,89,ORL,104,17606
Mon,Dec,28,2015,9:00p,CLE,101,PHX,97,18319
Mon,Dec,28,2015,8:30p,MIN,95,SAS,101,18493
Mon,Dec,28,2015,9:00p,PHI,91,UTA,95,19911
Mon,Dec,28,2015,7:00p,LAC,108,WAS,91,20356
Tue,Dec,29,2015,9:00p,CLE,93,DEN,87,17523
Tue,Dec,29,2015,8:00p,ATL,121,HOU,115,18211
Tue,Dec,29,2015,8:00p,MIA,90,MEM,99,18119
Tue,Dec,29,2015,7:30p,DET,96,NYK,108,19812
Tue,Dec,29,2015,8:00p,MIL,123,OKC,131,18203
Wed,Dec,30,2015,7:30p,LAL,112,BOS,104,18624
Wed,Dec,30,2015,8:00p,IND,100,CHI,102,22206
Wed,Dec,30,2015,7:00p,LAC,122,CHA,117,19145
Wed,Dec,30,2015,8:30p,GSW,91,DAL,114,20494
Wed,Dec,30,2015,8:00p,UTA,80,MIN,94,14326
Wed,Dec,30,2015,7:00p,BKN,93,ORL,100,18397
Wed,Dec,30,2015,10:00p,DEN,103,POR,110,19393
Wed,Dec,30,2015,10:00p,PHI,110,SAC,105,17317
Wed,Dec,30,2015,8:30p,PHX,79,SAS,112,18418
Wed,Dec,30,2015,7:30p,WAS,91,TOR,94,19800
Thu,Dec,31,2015,6:00p,MIN,90,DET,115,15475
Thu,Dec,31,2015,7:00p,GSW,114,HOU,110,18313
Thu,Dec,31,2015,6:00p,MIL,120,IND,116,16348
Thu,Dec,31,2015,8:00p,LAC,95,NOP,89,16920
Thu,Dec,31,2015,8:00p,PHX,106,OKC,110,18203
Thu,Dec,31,2015,9:00p,POR,96,UTA,109,19380
Fri,Jan,1,2016,8:00p,NYK,81,CHI,108,22443
Fri,Jan,1,2016,10:30p,PHI,84,LAL,93,18997
Fri,Jan,1,2016,7:30p,DAL,82,MIA,106,19748
Fri,Jan,1,2016,7:30p,CHA,94,TOR,104,19800
Fri,Jan,1,2016,7:00p,ORL,91,WAS,103,16986
Sat,Jan,2,2016,3:00p,BKN,100,BOS,97,18624
Sat,Jan,2,2016,7:00p,OKC,109,CHA,90,19387
Sat,Jan,2,2016,7:30p,ORL,79,CLE,104,20562
Sat,Jan,2,2016,8:30p,NOP,105,DAL,98,20152
Sat,Jan,2,2016,10:30p,DEN,108,GSW,111,19596
Sat,Jan,2,2016,7:00p,DET,82,IND,94,18165
Sat,Jan,2,2016,10:30p,PHI,99,LAC,130,19212
Sat,Jan,2,2016,8:00p,MIL,95,MIN,85,14107
Sat,Jan,2,2016,5:00p,PHX,119,SAC,142,17317
Sat,Jan,2,2016,8:30p,HOU,103,SAS,121,18652
Sat,Jan,2,2016,9:00p,MEM,87,UTA,92,18455
Sun,Jan,3,2016,9:00p,POR,112,DEN,106,11883
Sun,Jan,3,2016,9:30p,PHX,77,LAL,97,18997
Sun,Jan,3,2016,3:30p,ATL,97,NYK,111,19812
Sun,Jan,3,2016,3:30p,CHI,115,TOR,113,19800
Sun,Jan,3,2016,6:00p,MIA,97,WAS,75,17793
Mon,Jan,4,2016,7:30p,BOS,103,BKN,94,15448
Mon,Jan,4,2016,7:00p,TOR,100,CLE,122,20562
Mon,Jan,4,2016,7:30p,ORL,89,DET,115,14301
Mon,Jan,4,2016,10:30p,CHA,101,GSW,111,19596
Mon,Jan,4,2016,7:30p,IND,100,MIA,103,19874
Mon,Jan,4,2016,8:00p,SAS,123,MIL,98,14718
Mon,Jan,4,2016,8:00p,SAC,116,OKC,104,18203
Mon,Jan,4,2016,7:00p,MIN,99,PHI,109,14013
Mon,Jan,4,2016,10:00p,MEM,91,POR,78,18832
Mon,Jan,4,2016,9:00p,HOU,93,UTA,91,17912
Tue,Jan,5,2016,8:00p,NYK,107,ATL,101,15082
Tue,Jan,5,2016,8:00p,MIL,106,CHI,117,21686
Tue,Jan,5,2016,8:30p,SAC,116,DAL,117,20059
Tue,Jan,5,2016,10:30p,GSW,109,LAL,88,18997
Wed,Jan,6,2016,7:30p,DET,99,BOS,94,18624
Wed,Jan,6,2016,7:30p,TOR,91,BKN,74,14544
Wed,Jan,6,2016,7:00p,NYK,98,MIA,90,19987
Wed,Jan,6,2016,8:00p,DEN,78,MIN,74,12059
Wed,Jan,6,2016,8:00p,DAL,100,NOP,91,15255
Wed,Jan,6,2016,9:30p,MEM,94,OKC,112,18203
Wed,Jan,6,2016,7:00p,IND,95,ORL,86,18846
Wed,Jan,6,2016,9:00p,CHA,102,PHX,111,16910
Wed,Jan,6,2016,10:00p,LAC,109,POR,98,18598
Wed,Jan,6,2016,8:30p,UTA,98,SAS,123,18418
Wed,Jan,6,2016,7:00p,CLE,121,WAS,115,20356
Thu,Jan,7,2016,8:00p,BOS,92,CHI,101,21497
Thu,Jan,7,2016,8:00p,UTA,94,HOU,103,18155
Thu,Jan,7,2016,7:00p,ATL,126,PHI,98,12611
Thu,Jan,7,2016,10:30p,LAL,115,SAC,118,17386
Fri,Jan,8,2016,7:30p,ORL,83,BKN,77,13907
Fri,Jan,8,2016,10:30p,OKC,117,LAL,113,18997
Fri,Jan,8,2016,8:00p,DEN,84,MEM,91,17499
Fri,Jan,8,2016,8:00p,DAL,95,MIL,96,16409
Fri,Jan,8,2016,8:00p,CLE,125,MIN,99,16768
Fri,Jan,8,2016,8:00p,IND,91,NOP,86,16895
Fri,Jan,8,2016,9:30p,MIA,103,PHX,95,16866
Fri,Jan,8,2016,10:00p,GSW,128,POR,108,20035
Fri,Jan,8,2016,8:30p,NYK,99,SAS,100,18420
Fri,Jan,8,2016,7:00p,TOR,97,WAS,88,17064
Sat,Jan,9,2016,5:00p,CHI,105,ATL,120,19010
Sat,Jan,9,2016,7:30p,BKN,89,DET,103,16406
Sat,Jan,9,2016,3:30p,CHA,83,LAC,97,19060
Sat,Jan,9,2016,7:00p,WAS,105,ORL,99,18058
Sat,Jan,9,2016,7:30p,TOR,108,PHI,95,14100
Sat,Jan,9,2016,10:00p,GSW,128,SAC,116,17317
Sat,Jan,9,2016,9:00p,MIA,83,UTA,98,19911
Sun,Jan,10,2016,8:00p,CHA,92,DEN,95,11343
Sun,Jan,10,2016,7:00p,IND,103,HOU,107,18133
Sun,Jan,10,2016,3:30p,NOP,111,LAC,114,19060
Sun,Jan,10,2016,9:30p,UTA,86,LAL,74,18997
Sun,Jan,10,2016,6:00p,BOS,98,MEM,101,17112
Sun,Jan,10,2016,5:00p,DAL,93,MIN,87,14363
Sun,Jan,10,2016,7:30p,MIL,88,NYK,100,19812
Sun,Jan,10,2016,6:00p,CLE,95,PHI,85,19226
Sun,Jan,10,2016,9:00p,OKC,110,POR,115,19393
Mon,Jan,11,2016,7:30p,SAS,106,BKN,79,15214
Mon,Jan,11,2016,8:00p,WAS,114,CHI,100,21409
Mon,Jan,11,2016,10:30p,MIA,103,GSW,111,19596
Tue,Jan,12,2016,8:30p,CLE,110,DAL,107,20347
Tue,Jan,12,2016,7:30p,SAS,109,DET,99,14273
Tue,Jan,12,2016,7:00p,PHX,97,IND,116,15284
Tue,Jan,12,2016,10:30p,NOP,91,LAL,95,18997
Tue,Jan,12,2016,8:00p,HOU,107,MEM,91,16044
Tue,Jan,12,2016,8:00p,CHI,101,MIL,106,16867
Tue,Jan,12,2016,8:00p,OKC,101,MIN,96,14791
Tue,Jan,12,2016,7:30p,BOS,114,NYK,120,19812
Wed,Jan,13,2016,8:00p,IND,94,BOS,103,18624
Wed,Jan,13,2016,7:30p,NYK,104,BKN,110,17732
Wed,Jan,13,2016,7:00p,ATL,84,CHA,107,15334
Wed,Jan,13,2016,9:00p,GSW,110,DEN,112,18004
Wed,Jan,13,2016,8:00p,MIN,104,HOU,107,17115
Wed,Jan,13,2016,10:30p,MIA,90,LAC,104,19194
Wed,Jan,13,2016,8:00p,DAL,89,OKC,108,18203
Wed,Jan,13,2016,10:00p,UTA,85,POR,99,19393
Wed,Jan,13,2016,10:00p,NOP,109,SAC,97,17317
Wed,Jan,13,2016,7:00p,MIL,101,WAS,106,16248
Thu,Jan,14,2016,10:30p,LAL,98,GSW,116,19596
Thu,Jan,14,2016,8:00p,DET,101,MEM,103,15977
Thu,Jan,14,2016,3:00p,TOR,106,ORL,103,18689
Thu,Jan,14,2016,7:00p,CHI,115,PHI,111,14063
Thu,Jan,14,2016,8:00p,CLE,95,SAS,99,18418
Thu,Jan,14,2016,9:00p,SAC,103,UTA,101,17894
Fri,Jan,15,2016,7:30p,PHX,103,BOS,117,18624
Fri,Jan,15,2016,7:30p,POR,116,BKN,104,14749
Fri,Jan,15,2016,8:00p,DAL,83,CHI,77,22056
Fri,Jan,15,2016,9:00p,MIA,98,DEN,95,15406
Fri,Jan,15,2016,9:30p,CLE,91,HOU,77,18320
Fri,Jan,15,2016,7:00p,WAS,118,IND,104,18165
Fri,Jan,15,2016,8:00p,ATL,101,MIL,108,15144
Fri,Jan,15,2016,8:00p,CHA,107,NOP,109,16876
Fri,Jan,15,2016,7:00p,MIN,93,OKC,113,18203
Sat,Jan,16,2016,7:30p,BKN,86,ATL,114,17052
Sat,Jan,16,2016,7:00p,MIL,105,CHA,92,18288
Sat,Jan,16,2016,7:30p,GSW,95,DET,113,21584
Sat,Jan,16,2016,10:30p,SAC,110,LAC,103,19191
Sat,Jan,16,2016,8:00p,NYK,95,MEM,103,18119
Sat,Jan,16,2016,7:30p,POR,89,PHI,114,15698
Sat,Jan,16,2016,9:00p,LAL,82,UTA,109,19911
Sat,Jan,16,2016,7:30p,BOS,119,WAS,117,20356
Sun,Jan,17,2016,8:00p,IND,126,DEN,129,11104
Sun,Jan,17,2016,9:30p,HOU,112,LAL,95,18997
Sun,Jan,17,2016,3:30p,PHX,87,MIN,117,14330
Sun,Jan,17,2016,7:00p,MIA,74,OKC,99,18203
Sun,Jan,17,2016,7:00p,DAL,83,SAS,112,18418
Mon,Jan,18,2016,5:00p,ORL,81,ATL,98,17460
Mon,Jan,18,2016,2:00p,UTA,119,CHA,124,17459
Mon,Jan,18,2016,8:00p,GSW,132,CLE,98,20562
Mon,Jan,18,2016,8:30p,BOS,113,DAL,118,19866
Mon,Jan,18,2016,3:30p,CHI,111,DET,101,18935
Mon,Jan,18,2016,10:30p,HOU,132,LAC,140,19060
Mon,Jan,18,2016,2:30p,NOP,99,MEM,101,18119
Mon,Jan,18,2016,1:00p,PHI,113,NYK,119,19812
Mon,Jan,18,2016,7:30p,BKN,100,TOR,112,19800
Mon,Jan,18,2016,2:00p,POR,108,WAS,98,17236
Tue,Jan,19,2016,9:00p,OKC,110,DEN,104,12844
Tue,Jan,19,2016,7:30p,MIL,91,MIA,79,19886
Tue,Jan,19,2016,8:00p,MIN,99,NOP,114,14255
Tue,Jan,19,2016,9:00p,IND,97,PHX,94,16802
Wed,Jan,20,2016,7:30p,CLE,91,BKN,78,17732
Wed,Jan,20,2016,8:00p,GSW,125,CHI,94,23152
Wed,Jan,20,2016,8:30p,MIN,94,DAL,106,19621
Wed,Jan,20,2016,8:00p,DET,123,HOU,114,17203
Wed,Jan,20,2016,10:30p,SAC,112,LAL,93,18997
Wed,Jan,20,2016,7:30p,UTA,111,NYK,118,19812
Wed,Jan,20,2016,8:00p,CHA,95,OKC,109,18203
Wed,Jan,20,2016,7:00p,PHI,96,ORL,87,17746
Wed,Jan,20,2016,10:30p,ATL,104,POR,98,18783
Wed,Jan,20,2016,7:30p,BOS,109,TOR,115,19800
Wed,Jan,20,2016,7:00p,MIA,87,WAS,106,17008
Thu,Jan,21,2016,8:00p,LAC,102,CLE,115,20562
Thu,Jan,21,2016,9:00p,MEM,102,DEN,101,16140
Thu,Jan,21,2016,8:00p,DET,99,NOP,115,15281
Thu,Jan,21,2016,10:30p,SAS,117,PHX,89,16779
Thu,Jan,21,2016,10:00p,ATL,88,SAC,91,17019
Fri,Jan,22,2016,7:30p,CHI,101,BOS,110,18624
Fri,Jan,22,2016,7:30p,UTA,108,BKN,86,12809
Fri,Jan,22,2016,8:30p,OKC,109,DAL,106,20284
Fri,Jan,22,2016,10:30p,IND,110,GSW,122,19596
Fri,Jan,22,2016,8:00p,MIL,98,HOU,102,17196
Fri,Jan,22,2016,10:30p,SAS,108,LAL,95,18997
Fri,Jan,22,2016,7:30p,LAC,116,NYK,88,19812
Fri,Jan,22,2016,7:00p,CHA,120,ORL,116,18083
Fri,Jan,22,2016,8:00p,MIA,81,TOR,101,19800
Sat,Jan,23,2016,7:00p,NYK,84,CHA,97,17768
Sat,Jan,23,2016,8:30p,CHI,96,CLE,83,20562
Sat,Jan,23,2016,9:30p,DET,101,DEN,104,14646
Sat,Jan,23,2016,8:00p,MEM,101,MIN,106,15608
Sat,Jan,23,2016,7:00p,MIL,99,NOP,116,16980
Sat,Jan,23,2016,9:00p,ATL,95,PHX,98,17034
Sat,Jan,23,2016,10:30p,LAL,103,POR,121,19728
Sat,Jan,23,2016,10:30p,IND,97,SAC,108,17419
Sun,Jan,24,2016,7:30p,OKC,106,BKN,116,16019
Sun,Jan,24,2016,3:30p,DAL,104,HOU,115,18142
Sun,Jan,24,2016,7:00p,BOS,112,PHI,92,9722
Sun,Jan,24,2016,6:00p,LAC,94,TOR,112,19800
Mon,Jan,25,2016,8:00p,MIA,89,CHI,84,21720
Mon,Jan,25,2016,7:00p,MIN,107,CLE,114,20562
Mon,Jan,25,2016,9:00p,ATL,119,DEN,105,10280
Mon,Jan,25,2016,10:30p,SAS,90,GSW,120,19596
Mon,Jan,25,2016,8:00p,ORL,102,MEM,108,15779
Mon,Jan,25,2016,8:00p,HOU,112,NOP,111,15688
Mon,Jan,25,2016,10:00p,CHA,129,SAC,128,16991
Mon,Jan,25,2016,9:00p,DET,95,UTA,92,18783
Mon,Jan,25,2016,7:00p,BOS,116,WAS,91,11753
Tue,Jan,26,2016,7:30p,MIA,102,BKN,98,15267
Tue,Jan,26,2016,7:00p,LAC,91,IND,89,15448
Tue,Jan,26,2016,10:30p,DAL,92,LAL,90,18997
Tue,Jan,26,2016,8:00p,ORL,100,MIL,107,11884
Tue,Jan,26,2016,7:30p,OKC,128,NYK,122,19812
Tue,Jan,26,2016,7:00p,PHX,103,PHI,113,10851
Tue,Jan,26,2016,10:00p,SAC,97,POR,112,19393
Tue,Jan,26,2016,7:30p,WAS,89,TOR,106,19800
Wed,Jan,27,2016,8:00p,LAC,85,ATL,83,17664
Wed,Jan,27,2016,7:30p,DEN,103,BOS,111,18108
Wed,Jan,27,2016,7:00p,PHX,93,CLE,115,20562
Wed,Jan,27,2016,7:30p,PHI,97,DET,110,13712
Wed,Jan,27,2016,10:30p,DAL,107,GSW,127,19596
Wed,Jan,27,2016,8:00p,OKC,126,MIN,123,13337
Wed,Jan,27,2016,8:00p,HOU,99,SAS,130,18418
Wed,Jan,27,2016,9:00p,CHA,73,UTA,102,16683
Thu,Jan,28,2016,7:00p,ATL,92,IND,111,15196
Thu,Jan,28,2016,10:30p,CHI,114,LAL,91,18997
Thu,Jan,28,2016,8:00p,MIL,83,MEM,103,15244
Thu,Jan,28,2016,8:00p,SAC,105,NOP,114,15636
Thu,Jan,28,2016,8:00p,NYK,93,TOR,103,19800
Thu,Jan,28,2016,7:00p,DEN,117,WAS,113,15146
Fri,Jan,29,2016,7:30p,ORL,94,BOS,113,17729
Fri,Jan,29,2016,8:30p,BKN,79,DAL,91,20409
Fri,Jan,29,2016,7:30p,CLE,114,DET,106,21012
Fri,Jan,29,2016,10:30p,LAL,93,LAC,105,19495
Fri,Jan,29,2016,8:00p,MIA,107,MIL,103,17846
Fri,Jan,29,2016,7:30p,PHX,84,NYK,102,19812
Fri,Jan,29,2016,8:00p,HOU,108,OKC,116,18203
Fri,Jan,29,2016,10:00p,CHA,91,POR,109,19393
Fri,Jan,29,2016,9:00p,MIN,90,UTA,103,18850
Sat,Jan,30,2016,8:30p,SAS,103,CLE,117,20562
Sat,Jan,30,2016,8:00p,WAS,123,HOU,122,18320
Sat,Jan,30,2016,7:00p,DEN,105,IND,109,18165
Sat,Jan,30,2016,8:00p,SAC,117,MEM,121,18119
Sat,Jan,30,2016,7:00p,BKN,103,NOP,105,18037
Sat,Jan,30,2016,5:00p,GSW,108,PHI,105,20798
Sat,Jan,30,2016,6:30p,DET,107,TOR,111,19800
Sun,Jan,31,2016,7:00p,PHX,78,DAL,91,20137
Sun,Jan,31,2016,3:30p,CHI,93,LAC,120,19325
Sun,Jan,31,2016,9:30p,CHA,101,LAL,82,18997
Sun,Jan,31,2016,6:00p,ATL,87,MIA,105,19937
Sun,Jan,31,2016,7:30p,GSW,116,NYK,95,19812
Sun,Jan,31,2016,6:00p,BOS,114,ORL,119,18846
Sun,Jan,31,2016,9:00p,MIN,93,POR,96,19393
Mon,Feb,1,2016,8:00p,DAL,97,ATL,112,15455
Mon,Feb,1,2016,7:30p,DET,105,BKN,100,13290
Mon,Feb,1,2016,9:00p,TOR,93,DEN,112,10007
Mon,Feb,1,2016,7:00p,CLE,111,IND,106,17283
Mon,Feb,1,2016,8:00p,MEM,110,NOP,95,15210
Mon,Feb,1,2016,8:00p,WAS,98,OKC,114,18203
Mon,Feb,1,2016,10:00p,MIL,104,SAC,111,16827
Mon,Feb,1,2016,8:30p,ORL,92,SAS,107,18418
Mon,Feb,1,2016,9:00p,CHI,96,UTA,105,18811
Tue,Feb,2,2016,8:00p,MIA,102,HOU,115,18229
Tue,Feb,2,2016,10:30p,MIN,115,LAL,119,18997
Tue,Feb,2,2016,7:30p,BOS,97,NYK,89,19812
Tue,Feb,2,2016,9:00p,TOR,104,PHX,97,15897
Tue,Feb,2,2016,10:00p,MIL,95,POR,107,18306
Wed,Feb,3,2016,7:30p,DET,95,BOS,102,17297
Wed,Feb,3,2016,7:30p,IND,114,BKN,100,13311
Wed,Feb,3,2016,7:00p,CLE,97,CHA,106,19189
Wed,Feb,3,2016,8:30p,MIA,93,DAL,90,20385
Wed,Feb,3,2016,10:30p,MIN,108,LAC,102,19060
Wed,Feb,3,2016,8:00p,ORL,114,OKC,117,18203
Wed,Feb,3,2016,7:00p,ATL,124,PHI,86,10429
Wed,Feb,3,2016,10:00p,CHI,107,SAC,102,17317
Wed,Feb,3,2016,8:30p,NOP,97,SAS,110,18418
Wed,Feb,3,2016,9:00p,DEN,81,UTA,85,19461
Wed,Feb,3,2016,8:00p,GSW,134,WAS,121,20356
Thu,Feb,4,2016,7:00p,NYK,105,DET,111,17095
Thu,Feb,4,2016,9:30p,LAL,99,NOP,96,18420
Thu,Feb,4,2016,9:00p,HOU,111,PHX,105,15723
Thu,Feb,4,2016,10:00p,TOR,110,POR,103,19393
Fri,Feb,5,2016,7:00p,IND,96,ATL,102,17225
Fri,Feb,5,2016,7:30p,SAC,119,BKN,128,14432
Fri,Feb,5,2016,7:00p,MIA,98,CHA,95,19147
Fri,Feb,5,2016,7:30p,BOS,104,CLE,103,20562
Fri,Feb,5,2016,9:30p,SAS,116,DAL,90,20404
Fri,Feb,5,2016,9:00p,CHI,110,DEN,115,19155
Fri,Feb,5,2016,7:30p,MEM,91,NYK,85,19812
Fri,Feb,5,2016,7:00p,LAC,107,ORL,93,16647
Fri,Feb,5,2016,9:00p,MIL,81,UTA,84,19911
Fri,Feb,5,2016,7:00p,PHI,94,WAS,106,17305
Sat,Feb,6,2016,7:00p,WAS,104,CHA,108,18450
Sat,Feb,6,2016,7:30p,NOP,84,CLE,99,20562
Sat,Feb,6,2016,9:00p,OKC,108,GSW,116,19596
Sat,Feb,6,2016,5:00p,POR,96,HOU,79,18308
Sat,Feb,6,2016,7:00p,DET,104,IND,112,18165
Sat,Feb,6,2016,8:00p,DAL,114,MEM,110,18119
Sat,Feb,6,2016,8:00p,CHI,105,MIN,112,17876
Sat,Feb,6,2016,7:30p,BKN,98,PHI,103,18847
Sat,Feb,6,2016,9:00p,UTA,98,PHX,89,16180
Sat,Feb,6,2016,8:30p,LAL,102,SAS,106,18418
Sun,Feb,7,2016,1:00p,SAC,119,BOS,128,18624
Sun,Feb,7,2016,2:00p,LAC,100,MIA,93,19624
Sun,Feb,7,2016,1:00p,DEN,101,NYK,96,19812
Sun,Feb,7,2016,1:00p,ATL,94,ORL,96,16021
Mon,Feb,8,2016,8:00p,ORL,117,ATL,110,13057
Mon,Feb,8,2016,7:30p,DEN,104,BKN,105,13043
Mon,Feb,8,2016,7:00p,CHI,91,CHA,108,15886
Mon,Feb,8,2016,7:00p,SAC,100,CLE,120,20562
Mon,Feb,8,2016,7:30p,TOR,103,DET,89,14103
Mon,Feb,8,2016,7:00p,LAL,87,IND,89,18165
Mon,Feb,8,2016,8:00p,POR,112,MEM,106,15892
Mon,Feb,8,2016,8:00p,NOP,116,MIN,102,11926
Mon,Feb,8,2016,7:00p,LAC,98,PHI,92,13310
Mon,Feb,8,2016,9:00p,OKC,122,PHX,106,16316
Tue,Feb,9,2016,8:30p,UTA,121,DAL,119,19394
Tue,Feb,9,2016,10:30p,HOU,110,GSW,123,19596
Tue,Feb,9,2016,8:00p,SAS,119,MIA,101,19723
Tue,Feb,9,2016,8:00p,BOS,111,MIL,112,13215
Tue,Feb,9,2016,8:00p,WAS,111,NYK,108,19812
Wed,Feb,10,2016,7:30p,LAC,134,BOS,139,18186
Wed,Feb,10,2016,7:30p,MEM,109,BKN,90,14262
Wed,Feb,10,2016,8:00p,ATL,113,CHI,90,21709
Wed,Feb,10,2016,8:00p,LAL,111,CLE,120,20562
Wed,Feb,10,2016,7:30p,DEN,103,DET,92,19971
Wed,Feb,10,2016,7:00p,CHA,117,IND,95,15653
Wed,Feb,10,2016,8:00p,TOR,112,MIN,117,11171
Wed,Feb,10,2016,8:00p,UTA,96,NOP,100,15256
Wed,Feb,10,2016,7:00p,SAS,98,ORL,96,17467
Wed,Feb,10,2016,7:00p,SAC,114,PHI,110,12501
Wed,Feb,10,2016,9:00p,GSW,112,PHX,104,18055
Wed,Feb,10,2016,10:30p,HOU,103,POR,116,19393
Thu,Feb,11,2016,8:00p,WAS,92,MIL,99,14172
Thu,Feb,11,2016,8:00p,NOP,95,OKC,121,18203
Thu,Feb,18,2016,8:00p,CHI,95,CLE,106,20562
Thu,Feb,18,2016,10:30p,SAS,86,LAC,105,19410
Thu,Feb,18,2016,7:00p,UTA,89,WAS,103,12415
Fri,Feb,19,2016,8:00p,MIA,115,ATL,111,19043
Fri,Feb,19,2016,7:30p,NYK,98,BKN,109,17732
Fri,Feb,19,2016,8:00p,TOR,106,CHI,116,21849
Fri,Feb,19,2016,10:30p,SAS,119,LAL,113,18997
Fri,Feb,19,2016,8:00p,MIN,104,MEM,109,18119
Fri,Feb,19,2016,8:00p,CHA,98,MIL,95,16370
Fri,Feb,19,2016,8:00p,PHI,114,NOP,121,16953
Fri,Feb,19,2016,8:00p,IND,101,OKC,98,18203
Fri,Feb,19,2016,7:00p,DAL,104,ORL,110,17764
Fri,Feb,19,2016,9:30p,HOU,116,PHX,100,17102
Fri,Feb,19,2016,10:00p,GSW,105,POR,137,20100
Fri,Feb,19,2016,10:00p,DEN,110,SAC,116,17317
Fri,Feb,19,2016,10:30p,BOS,93,UTA,111,19911
Fri,Feb,19,2016,7:00p,DET,86,WAS,98,20356
Sat,Feb,20,2016,7:30p,MIL,117,ATL,109,18653
Sat,Feb,20,2016,8:30p,GSW,115,LAC,112,19585
Sat,Feb,20,2016,7:30p,WAS,94,MIA,114,19710
Sat,Feb,20,2016,8:00p,NYK,103,MIN,95,16663
Sun,Feb,21,2016,6:00p,CHA,104,BKN,96,16155
Sun,Feb,21,2016,8:00p,LAL,115,CHI,126,23143
Sun,Feb,21,2016,7:00p,PHI,103,DAL,129,20194
Sun,Feb,21,2016,5:00p,BOS,121,DEN,101,16065
Sun,Feb,21,2016,3:30p,NOP,111,DET,106,17886
Sun,Feb,21,2016,3:30p,CLE,115,OKC,92,18203
Sun,Feb,21,2016,6:00p,IND,105,ORL,102,17242
Sun,Feb,21,2016,5:00p,SAS,118,PHX,111,16224
Sun,Feb,21,2016,9:00p,UTA,111,POR,115,19470
Sun,Feb,21,2016,6:00p,MEM,85,TOR,98,19800
Mon,Feb,22,2016,8:00p,GSW,102,ATL,92,19330
Mon,Feb,22,2016,7:00p,DET,96,CLE,88,20562
Mon,Feb,22,2016,10:30p,PHX,84,LAC,124,19060
Mon,Feb,22,2016,7:30p,IND,93,MIA,101,19600
Mon,Feb,22,2016,8:00p,LAL,101,MIL,108,18717
Mon,Feb,22,2016,8:00p,BOS,122,MIN,124,11639
Mon,Feb,22,2016,7:30p,TOR,122,NYK,95,19812
Tue,Feb,23,2016,9:00p,SAC,114,DEN,110,15721
Tue,Feb,23,2016,7:00p,ORL,124,PHI,115,13745
Tue,Feb,23,2016,10:00p,BKN,104,POR,112,19393
Tue,Feb,23,2016,9:00p,HOU,114,UTA,117,18132
Tue,Feb,23,2016,7:00p,NOP,89,WAS,109,15743
Wed,Feb,24,2016,8:00p,WAS,104,CHI,109,21560
Wed,Feb,24,2016,7:00p,CHA,103,CLE,114,20562
Wed,Feb,24,2016,8:30p,OKC,116,DAL,103,19805
Wed,Feb,24,2016,7:30p,PHI,91,DET,111,13429
Wed,Feb,24,2016,7:00p,NYK,105,IND,108,16018
