Day,Month,DayNumber,Year,StartTime,,VisitorPoints,,HomePoints,AttendeeNumber
Sun,Nov,1,2015,7:00p,DEN,93,OKC,117,18203
Sun,Nov,1,2015,6:00p,MIL,87,TOR,106,19800
Mon,Nov,2,2015,7:30p,MIL,103,BKN,96,12576
Mon,Nov,2,2015,10:30p,MEM,69,GSW,119,19596
Mon,Nov,2,2015,8:00p,OKC,105,HOU,110,17224
Mon,Nov,2,2015,10:30p,PHX,96,LAC,102,19060
Mon,Nov,2,2015,8:00p,POR,106,MIN,101,18903
Mon,Nov,2,2015,7:30p,SAS,94,NYK,84,19812
Mon,Nov,2,2015,7:00p,CLE,107,PHI,100,18094
Tue,Nov,3,2015,7:00p,CHI,105,CHA,130,15136
Tue,Nov,3,2015,8:30p,TOR,102,DAL,91,20034
Tue,Nov,3,2015,7:30p,IND,94,DET,82,13325
Tue,Nov,3,2015,10:30p,DEN,120,LAL,109,18997
Tue,Nov,3,2015,7:30p,ATL,98,MIA,92,19600
Tue,Nov,3,2015,8:00p,ORL,103,NOP,94,16876
Tue,Nov,3,2015,10:00p,MEM,103,SAC,89,17317
Wed,Nov,4,2015,8:00p,BKN,87,ATL,101,14044
Wed,Nov,4,2015,8:00p,NYK,86,CLE,96,20562
Wed,Nov,4,2015,10:30p,LAC,108,GSW,112,19596
Wed,Nov,4,2015,8:00p,ORL,114,HOU,119,16735
Wed,Nov,4,2015,7:00p,BOS,98,IND,100,14022
Wed,Nov,4,2015,8:00p,PHI,87,MIL,91,12437
Wed,Nov,4,2015,8:00p,TOR,103,OKC,98,18203
Wed,Nov,4,2015,9:00p,SAC,97,PHX,118,16497
Wed,Nov,4,2015,9:00p,POR,108,UTA,92,19911
Wed,Nov,4,2015,7:00p,SAS,99,WAS,102,17721
Thu,Nov,5,2015,8:00p,OKC,98,CHI,104,21861
Thu,Nov,5,2015,8:30p,CHA,108,DAL,94,19635
Thu,Nov,5,2015,9:00p,UTA,96,DEN,84,9906
Thu,Nov,5,2015,8:00p,MIA,96,MIN,84,11794
Thu,Nov,5,2015,10:30p,MEM,96,POR,115,19393
Fri,Nov,6,2015,7:30p,WAS,98,BOS,118,18624
Fri,Nov,6,2015,7:30p,LAL,104,BKN,98,17732
Fri,Nov,6,2015,7:30p,PHI,102,CLE,108,20562
Fri,Nov,6,2015,10:30p,DEN,104,GSW,119,19596
Fri,Nov,6,2015,8:00p,MIA,87,IND,90,16914
Fri,Nov,6,2015,8:00p,ATL,121,NOP,115,16983
Fri,Nov,6,2015,7:30p,MIL,99,NYK,92,19812
Fri,Nov,6,2015,7:00p,TOR,87,ORL,92,16578
Fri,Nov,6,2015,9:30p,DET,100,PHX,92,16676
Fri,Nov,6,2015,10:30p,HOU,116,SAC,110,16983
Sat,Nov,7,2015,7:30p,WAS,99,ATL,114,18047
Sat,Nov,7,2015,6:00p,MIN,102,CHI,93,21988
Sat,Nov,7,2015,8:30p,NOP,98,DAL,107,20454
Sat,Nov,7,2015,10:30p,HOU,109,LAC,105,19361
Sat,Nov,7,2015,8:30p,BKN,86,MIL,94,15228
Sat,Nov,7,2015,7:00p,ORL,105,PHI,97,15207
Sat,Nov,7,2015,10:00p,GSW,103,SAC,94,17317
Sat,Nov,7,2015,8:30p,CHA,94,SAS,114,18418
Sat,Nov,7,2015,9:00p,MEM,79,UTA,89,19456
Sun,Nov,8,2015,3:30p,IND,97,CLE,101,20562
Sun,Nov,8,2015,6:00p,TOR,76,MIA,96,19600
Sun,Nov,8,2015,3:30p,LAL,95,NYK,99,19812
Sun,Nov,8,2015,7:00p,PHX,103,OKC,124,18203
Sun,Nov,8,2015,9:00p,DET,120,POR,103,19393
Mon,Nov,9,2015,8:00p,MIN,117,ATL,107,12016
Mon,Nov,9,2015,9:00p,POR,104,DEN,108,9153
Mon,Nov,9,2015,10:30p,DET,95,GSW,109,19596
Mon,Nov,9,2015,7:00p,ORL,84,IND,97,13104
Mon,Nov,9,2015,10:30p,MEM,92,LAC,94,19060
Mon,Nov,9,2015,7:00p,CHI,111,PHI,88,13879
Mon,Nov,9,2015,10:00p,SAS,106,SAC,88,17317
Tue,Nov,10,2015,7:00p,UTA,114,CLE,118,20562
Tue,Nov,10,2015,7:30p,LAL,88,MIA,101,19825
Tue,Nov,10,2015,8:00p,BOS,99,MIL,83,11822
Tue,Nov,10,2015,8:00p,CHA,104,MIN,95,14722
Tue,Nov,10,2015,8:00p,DAL,105,NOP,120,17128
Tue,Nov,10,2015,7:30p,NYK,111,TOR,109,19800
Tue,Nov,10,2015,7:00p,OKC,125,WAS,101,20356
Wed,Nov,11,2015,8:00p,NOP,98,ATL,106,15597
Wed,Nov,11,2015,7:30p,IND,102,BOS,91,17879
Wed,Nov,11,2015,7:00p,NYK,93,CHA,95,16643
Wed,Nov,11,2015,8:00p,LAC,108,DAL,118,19805
Wed,Nov,11,2015,9:00p,MIL,102,DEN,103,9403
Wed,Nov,11,2015,8:00p,BKN,106,HOU,98,18155
Wed,Nov,11,2015,8:00p,GSW,100,MEM,84,18119
Wed,Nov,11,2015,7:00p,LAL,99,ORL,101,18846
Wed,Nov,11,2015,7:00p,TOR,119,PHI,103,12744
Wed,Nov,11,2015,10:30p,SAS,113,POR,101,19393
Wed,Nov,11,2015,10:00p,DET,92,SAC,101,17317
Thu,Nov,12,2015,7:30p,UTA,91,MIA,92,19600
Thu,Nov,12,2015,8:00p,GSW,129,MIN,116,16130
Thu,Nov,12,2015,10:30p,LAC,104,PHX,118,17204
Fri,Nov,13,2015,7:30p,ATL,93,BOS,106,17138
Fri,Nov,13,2015,8:00p,CHA,97,CHI,102,21749
Fri,Nov,13,2015,8:30p,LAL,82,DAL,90,20260
Fri,Nov,13,2015,9:00p,HOU,98,DEN,107,16113
Fri,Nov,13,2015,7:00p,MIN,103,IND,107,16797
Fri,Nov,13,2015,8:00p,POR,100,MEM,101,16919
Fri,Nov,13,2015,7:30p,CLE,90,NYK,84,19812
Fri,Nov,13,2015,8:00p,PHI,85,OKC,102,18203
Fri,Nov,13,2015,7:00p,UTA,93,ORL,102,16709
Fri,Nov,13,2015,10:00p,BKN,109,SAC,111,17131
Fri,Nov,13,2015,7:30p,NOP,81,TOR,100,19800
Sat,Nov,14,2015,10:30p,BKN,99,GSW,107,19596
Sat,Nov,14,2015,8:00p,DAL,110,HOU,98,18231
Sat,Nov,14,2015,3:30p,DET,96,LAC,101,19060
Sat,Nov,14,2015,8:30p,CLE,105,MIL,108,18717
Sat,Nov,14,2015,9:00p,DEN,81,PHX,105,16722
Sat,Nov,14,2015,8:30p,PHI,83,SAS,92,18418
Sat,Nov,14,2015,7:00p,ORL,99,WAS,108,18311
Sun,Nov,15,2015,6:00p,UTA,97,ATL,96,14436
Sun,Nov,15,2015,5:00p,POR,94,CHA,106,15317
Sun,Nov,15,2015,9:30p,DET,85,LAL,97,18997
Sun,Nov,15,2015,3:30p,MEM,114,MIN,106,12086
Sun,Nov,15,2015,12:00p,NOP,87,NYK,95,19812
Sun,Nov,15,2015,7:00p,BOS,100,OKC,85,18203
Sun,Nov,15,2015,9:00p,TOR,101,SAC,107,17006
Mon,Nov,16,2015,8:00p,IND,95,CHI,96,21660
Mon,Nov,16,2015,8:00p,BOS,111,HOU,95,17005
Mon,Nov,16,2015,8:00p,OKC,114,MEM,122,17270
Mon,Nov,16,2015,7:00p,DAL,92,PHI,86,11555
Mon,Nov,16,2015,9:00p,LAL,101,PHX,120,18055
Mon,Nov,16,2015,8:30p,POR,80,SAS,93,18418
Tue,Nov,17,2015,7:30p,ATL,88,BKN,90,12241
Tue,Nov,17,2015,7:30p,CLE,99,DET,104,18442
Tue,Nov,17,2015,10:30p,TOR,110,GSW,115,19596
Tue,Nov,17,2015,7:30p,MIN,103,MIA,91,19600
Tue,Nov,17,2015,8:00p,DEN,115,NOP,98,17269
Tue,Nov,17,2015,7:30p,CHA,94,NYK,102,19812
Tue,Nov,17,2015,7:00p,MIL,86,WAS,115,15485
Wed,Nov,18,2015,8:00p,SAC,97,ATL,103,13008
Wed,Nov,18,2015,7:30p,DAL,106,BOS,102,17262
Wed,Nov,18,2015,7:00p,BKN,111,CHA,116,14040
Wed,Nov,18,2015,8:00p,POR,103,HOU,108,17107
Wed,Nov,18,2015,8:00p,NOP,103,OKC,110,18203
Wed,Nov,18,2015,7:00p,MIN,101,ORL,104,16048
Wed,Nov,18,2015,7:00p,IND,112,PHI,85,11080
Wed,Nov,18,2015,10:30p,CHI,103,PHX,97,17377
Wed,Nov,18,2015,8:30p,DEN,98,SAS,109,18418
Wed,Nov,18,2015,9:00p,TOR,89,UTA,93,18741
Thu,Nov,19,2015,8:00p,MIL,100,CLE,115,20562
Thu,Nov,19,2015,10:30p,GSW,124,LAC,117,19528
Thu,Nov,19,2015,7:30p,SAC,109,MIA,116,19600
Fri,Nov,20,2015,7:30p,BKN,95,BOS,120,18361
Fri,Nov,20,2015,7:00p,PHI,88,CHA,113,17926
Fri,Nov,20,2015,8:30p,UTA,93,DAL,102,20028
Fri,Nov,20,2015,9:00p,PHX,114,DEN,107,12264
Fri,Nov,20,2015,10:30p,CHI,94,GSW,106,19596
Fri,Nov,20,2015,10:30p,TOR,102,LAL,91,18997
Fri,Nov,20,2015,8:00p,HOU,84,MEM,96,17555
Fri,Nov,20,2015,8:00p,DET,96,MIN,86,13445
Fri,Nov,20,2015,8:00p,SAS,90,NOP,104,16698
Fri,Nov,20,2015,8:00p,NYK,93,OKC,90,18203
Fri,Nov,20,2015,10:00p,LAC,91,POR,102,19393
Sat,Nov,21,2015,7:30p,ATL,97,CLE,109,20562
Sat,Nov,21,2015,7:30p,WAS,97,DET,95,15890
Sat,Nov,21,2015,8:00p,NYK,107,HOU,102,18226
Sat,Nov,21,2015,7:00p,MIL,86,IND,123,17137
Sat,Nov,21,2015,8:00p,PHI,91,MIA,96,19673
Sat,Nov,21,2015,5:00p,SAC,97,ORL,91,16104
Sat,Nov,21,2015,8:30p,MEM,82,SAS,92,18418
Sun,Nov,22,2015,6:00p,BOS,101,BKN,111,14866
Sun,Nov,22,2015,8:00p,GSW,118,DEN,105,17689
Sun,Nov,22,2015,3:30p,TOR,91,LAC,80,19060
Sun,Nov,22,2015,9:30p,POR,107,LAL,93,18997
Sun,Nov,22,2015,6:00p,PHX,116,NOP,122,16680
Sun,Nov,22,2015,7:00p,DAL,114,OKC,117,18203
Mon,Nov,23,2015,7:00p,SAC,122,CHA,127,14163
Mon,Nov,23,2015,7:00p,ORL,103,CLE,117,20562
Mon,Nov,23,2015,7:30p,NYK,78,MIA,95,19777
Mon,Nov,23,2015,8:00p,DET,88,MIL,109,12319
Mon,Nov,23,2015,8:00p,PHI,95,MIN,100,11382
Mon,Nov,23,2015,8:30p,PHX,84,SAS,98,18418
Mon,Nov,23,2015,9:00p,OKC,111,UTA,89,19911
Tue,Nov,24,2015,8:00p,BOS,97,ATL,121,18968
Tue,Nov,24,2015,9:00p,LAC,111,DEN,94,13257
Tue,Nov,24,2015,10:30p,LAL,77,GSW,111,19596
Tue,Nov,24,2015,8:00p,DAL,96,MEM,110,17381
Tue,Nov,24,2015,10:00p,CHI,93,POR,88,19393
Tue,Nov,24,2015,7:00p,IND,123,WAS,106,15486
Wed,Nov,25,2015,7:30p,PHI,80,BOS,84,17588
Wed,Nov,25,2015,7:00p,WAS,87,CHA,101,17064
Wed,Nov,25,2015,7:30p,MIA,81,DET,104,15119
Wed,Nov,25,2015,8:00p,MEM,102,HOU,93,18143
Wed,Nov,25,2015,10:30p,UTA,102,LAC,91,19060
Wed,Nov,25,2015,8:00p,SAC,129,MIL,118,14120
Wed,Nov,25,2015,8:00p,ATL,95,MIN,99,14289
Wed,Nov,25,2015,8:00p,BKN,99,OKC,110,18203
Wed,Nov,25,2015,7:00p,NYK,91,ORL,100,18846
Wed,Nov,25,2015,9:00p,NOP,120,PHX,114,16338
Wed,Nov,25,2015,8:30p,DAL,83,SAS,88,18418
Wed,Nov,25,2015,7:30p,CLE,99,TOR,103,20140
Fri,Nov,27,2015,7:30p,WAS,78,BOS,111,18624
Fri,Nov,27,2015,7:00p,CLE,95,CHA,90,19093
Fri,Nov,27,2015,9:00p,SAS,91,DEN,80,17121
Fri,Nov,27,2015,8:00p,PHI,114,HOU,116,17306
Fri,Nov,27,2015,8:00p,CHI,92,IND,104,18165
Fri,Nov,27,2015,10:30p,NOP,90,LAC,111,19162
Fri,Nov,27,2015,8:00p,ATL,116,MEM,101,17684
Fri,Nov,27,2015,7:30p,MIA,97,NYK,78,19812
Fri,Nov,27,2015,8:00p,DET,87,OKC,103,18203
Fri,Nov,27,2015,7:00p,MIL,90,ORL,114,16317
Fri,Nov,27,2015,9:30p,GSW,135,PHX,116,18055
Fri,Nov,27,2015,10:00p,MIN,101,SAC,91,17317
Sat,Nov,28,2015,7:30p,BKN,88,CLE,90,20562
Sat,Nov,28,2015,8:30p,DEN,81,DAL,92,20339
Sat,Nov,28,2015,10:30p,SAC,101,GSW,120,19596
Sat,Nov,28,2015,10:00p,LAL,96,POR,108,20019
Sat,Nov,28,2015,8:30p,ATL,88,SAS,108,18418
Sat,Nov,28,2015,9:00p,NOP,87,UTA,101,19911
Sat,Nov,28,2015,7:00p,TOR,84,WAS,82,16841
Sun,Nov,29,2015,6:00p,DET,83,BKN,87,12823
Sun,Nov,29,2015,2:00p,MIL,82,CHA,87,14224
Sun,Nov,29,2015,3:30p,MIN,99,LAC,107,19060
Sun,Nov,29,2015,9:30p,IND,107,LAL,103,18997
Sun,Nov,29,2015,6:00p,PHI,84,MEM,92,15322
Sun,Nov,29,2015,7:30p,HOU,116,NYK,111,19812
Sun,Nov,29,2015,6:00p,BOS,91,ORL,110,16209
Sun,Nov,29,2015,6:00p,PHX,107,TOR,102,19800
Mon,Nov,30,2015,8:00p,OKC,100,ATL,106,17768
Mon,Nov,30,2015,8:00p,SAS,89,CHI,92,21909
Mon,Nov,30,2015,7:30p,HOU,105,DET,116,14818
Mon,Nov,30,2015,10:30p,POR,87,LAC,102,19060
Mon,Nov,30,2015,7:30p,BOS,105,MIA,95,19600
Mon,Nov,30,2015,8:00p,DEN,74,MIL,92,10187
Mon,Nov,30,2015,10:00p,DAL,98,SAC,112,16937
Mon,Nov,30,2015,9:00p,GSW,106,UTA,103,19911
Tue,Dec,1,2015,7:30p,PHX,91,BKN,94,12787
Tue,Dec,1,2015,7:00p,WAS,97,CLE,85,20562
Tue,Dec,1,2015,8:00p,ORL,96,MIN,93,10694
Tue,Dec,1,2015,8:00p,MEM,113,NOP,104,16020
Tue,Dec,1,2015,7:00p,LAL,91,PHI,103,20510
Tue,Dec,1,2015,10:00p,DAL,115,POR,112,19393
Wed,Dec,2,2015,8:00p,TOR,96,ATL,86,12559
Wed,Dec,2,2015,8:00p,DEN,90,CHI,99,21349
Wed,Dec,2,2015,7:00p,GSW,116,CHA,99,19542
Wed,Dec,2,2015,7:30p,PHX,122,DET,127,13985
Wed,Dec,2,2015,8:00p,NOP,101,HOU,108,17339
Wed,Dec,2,2015,10:30p,IND,103,LAC,91,19060
Wed,Dec,2,2015,7:30p,PHI,87,NYK,99,19812
Wed,Dec,2,2015,8:30p,MIL,70,SAS,95,18418
Wed,Dec,2,2015,7:00p,LAL,108,WAS,104,20356
Thu,Dec,3,2015,9:30p,SAS,103,MEM,83,17013
Thu,Dec,3,2015,7:00p,OKC,95,MIA,97,19600
Thu,Dec,3,2015,10:00p,IND,111,POR,123,19206
Thu,Dec,3,2015,10:00p,BOS,114,SAC,97,18660
Thu,Dec,3,2015,7:30p,DEN,106,TOR,105,19800
Thu,Dec,3,2015,9:00p,ORL,103,UTA,94,19247
Fri,Dec,4,2015,8:00p,LAL,87,ATL,100,19051
Fri,Dec,4,2015,8:30p,HOU,100,DAL,96,20339
Fri,Dec,4,2015,7:30p,MIL,95,DET,102,16963
Fri,Dec,4,2015,9:30p,CLE,108,NOP,114,17906
Fri,Dec,4,2015,7:00p,BKN,91,NYK,108,19812
Fri,Dec,4,2015,7:00p,PHX,106,WAS,109,17255
Sat,Dec,5,2015,8:00p,CHA,102,CHI,96,21770
Sat,Dec,5,2015,8:00p,SAC,113,HOU,120,17318
Sat,Dec,5,2015,10:30p,ORL,101,LAC,103,19146
Sat,Dec,5,2015,8:00p,CLE,84,MIA,99,19600
Sat,Dec,5,2015,8:30p,NYK,91,MIL,106,16223
Sat,Dec,5,2015,8:00p,POR,109,MIN,103,16203
Sat,Dec,5,2015,1:00p,DEN,108,PHI,105,15677
Sat,Dec,5,2015,8:30p,BOS,105,SAS,108,18418
Sat,Dec,5,2015,5:00p,GSW,112,TOR,109,20160
Sat,Dec,5,2015,9:00p,IND,119,UTA,122,19500
Sun,Dec,6,2015,6:00p,GSW,114,BKN,98,17732
Sun,Dec,6,2015,6:00p,LAL,91,DET,111,20228
Sun,Dec,6,2015,3:30p,PHX,93,MEM,95,16022
Sun,Dec,6,2015,7:00p,SAC,95,OKC,98,18203
Sun,Dec,6,2015,6:00p,DAL,116,WAS,104,16394
Mon,Dec,7,2015,8:00p,PHX,103,CHI,101,21337
Mon,Dec,7,2015,7:00p,DET,84,CHA,104,15481
Mon,Dec,7,2015,7:30p,WAS,114,MIA,103,19600
Mon,Dec,7,2015,8:00p,POR,88,MIL,90,14389
Mon,Dec,7,2015,8:00p,LAC,110,MIN,106,11467
Mon,Dec,7,2015,8:00p,BOS,111,NOP,93,15715
Mon,Dec,7,2015,7:30p,DAL,104,NYK,97,19812
Mon,Dec,7,2015,7:00p,SAS,119,PHI,68,14449
Mon,Dec,7,2015,7:30p,LAL,93,TOR,102,20163
Tue,Dec,8,2015,7:30p,HOU,105,BKN,110,13319
Tue,Dec,8,2015,7:00p,POR,100,CLE,105,20562
Tue,Dec,8,2015,9:00p,ORL,85,DEN,74,13925
Tue,Dec,8,2015,7:00p,GSW,131,IND,123,18165
Tue,Dec,8,2015,8:00p,OKC,125,MEM,88,16415
Tue,Dec,8,2015,10:00p,UTA,106,SAC,114,16505
Wed,Dec,9,2015,7:00p,CHI,100,BOS,105,17318
Wed,Dec,9,2015,7:00p,MIA,81,CHA,99,17404
Wed,Dec,9,2015,9:30p,ATL,98,DAL,95,19936
Wed,Dec,9,2015,7:30p,MEM,93,DET,92,13411
Wed,Dec,9,2015,8:00p,LAC,109,MIL,95,14224
Wed,Dec,9,2015,8:00p,LAL,122,MIN,123,18076
Wed,Dec,9,2015,9:00p,ORL,104,PHX,107,17637
Wed,Dec,9,2015,7:30p,SAS,94,TOR,97,19800
Wed,Dec,9,2015,9:00p,NYK,85,UTA,106,18586
Wed,Dec,9,2015,7:00p,HOU,109,WAS,103,16041
Thu,Dec,10,2015,7:30p,PHI,91,BKN,100,13266
Thu,Dec,10,2015,8:00p,LAC,80,CHI,83,21491
Thu,Dec,10,2015,8:00p,ATL,94,OKC,107,18203
Thu,Dec,10,2015,10:30p,NYK,97,SAC,99,17317
Fri,Dec,11,2015,7:30p,GSW,124,BOS,119,18624
Fri,Dec,11,2015,9:00p,MIN,108,DEN,111,12533
Fri,Dec,11,2015,7:00p,MIA,83,IND,96,16184
Fri,Dec,11,2015,8:00p,CHA,123,MEM,99,17111
Fri,Dec,11,2015,8:00p,WAS,105,NOP,107,16875
Fri,Dec,11,2015,7:00p,CLE,111,ORL,76,17239
Fri,Dec,11,2015,7:00p,DET,107,PHI,95,17239
Fri,Dec,11,2015,9:30p,POR,106,PHX,96,17028
Fri,Dec,11,2015,9:30p,LAL,87,SAS,109,18418
Fri,Dec,11,2015,7:30p,MIL,83,TOR,90,19800
Fri,Dec,11,2015,9:00p,OKC,94,UTA,90,19911
Sat,Dec,12,2015,8:00p,SAS,103,ATL,78,17752
Sat,Dec,12,2015,5:00p,LAC,105,BKN,100,15689
Sat,Dec,12,2015,8:00p,NOP,94,CHI,98,21605
Sat,Dec,12,2015,7:00p,BOS,98,CHA,93,18490
Sat,Dec,12,2015,8:30p,WAS,114,DAL,111,20088
Sat,Dec,12,2015,7:30p,IND,96,DET,118,14858
Sat,Dec,12,2015,8:00p,LAL,97,HOU,126,18456
Sat,Dec,12,2015,8:30p,GSW,95,MIL,108,18717
Sat,Dec,12,2015,10:00p,NYK,112,POR,110,19511
Sun,Dec,13,2015,6:00p,MEM,97,MIA,100,19813
Sun,Dec,13,2015,7:00p,UTA,98,OKC,104,18203
Sun,Dec,13,2015,3:30p,MIN,101,PHX,108,16919
Sun,Dec,13,2015,6:00p,PHI,76,TOR,96,19800
Mon,Dec,14,2015,8:00p,MIA,100,ATL,88,15039
Mon,Dec,14,2015,7:30p,ORL,105,BKN,82,12946
Mon,Dec,14,2015,8:00p,PHI,96,CHI,115,21166
Mon,Dec,14,2015,8:30p,PHX,94,DAL,104,19822
Mon,Dec,14,2015,9:00p,HOU,108,DEN,114,12022
Mon,Dec,14,2015,7:30p,LAC,105,DET,103,13525
Mon,Dec,14,2015,7:00p,TOR,90,IND,106,16598
Mon,Dec,14,2015,8:00p,WAS,95,MEM,112,15397
Mon,Dec,14,2015,10:00p,NOP,101,POR,105,19231
Mon,Dec,14,2015,8:30p,UTA,81,SAS,118,18418
Tue,Dec,15,2015,7:30p,CLE,89,BOS,77,18624
Tue,Dec,15,2015,10:30p,MIL,95,LAL,113,18997
Tue,Dec,15,2015,8:00p,DEN,112,MIN,100,11323
Tue,Dec,15,2015,10:00p,HOU,97,SAC,107,17317
Wed,Dec,16,2015,8:00p,PHI,106,ATL,127,14827
Wed,Dec,16,2015,7:30p,MIA,104,BKN,98,15113
Wed,Dec,16,2015,8:00p,MEM,85,CHI,98,21032
Wed,Dec,16,2015,7:30p,BOS,116,DET,119,13120
Wed,Dec,16,2015,10:30p,PHX,103,GSW,128,19596
Wed,Dec,16,2015,7:00p,DAL,81,IND,107,14824
Wed,Dec,16,2015,10:30p,MIL,90,LAC,103,19060
Wed,Dec,16,2015,7:30p,MIN,102,NYK,107,19812
Wed,Dec,16,2015,8:00p,POR,90,OKC,106,18203
Wed,Dec,16,2015,7:00p,CHA,98,ORL,113,16019
Wed,Dec,16,2015,8:30p,WAS,95,SAS,114,18418
Wed,Dec,16,2015,9:00p,NOP,104,UTA,94,17899
Thu,Dec,17,2015,7:00p,TOR,99,CHA,109,15817
Thu,Dec,17,2015,8:00p,OKC,100,CLE,104,20562
Thu,Dec,17,2015,10:30p,HOU,107,LAL,87,18997
Fri,Dec,18,2015,7:30p,ATL,109,BOS,101,18624
Fri,Dec,18,2015,8:00p,DET,147,CHI,144,21534
Fri,Dec,18,2015,8:30p,MEM,88,DAL,97,20199
Fri,Dec,18,2015,10:30p,MIL,112,GSW,121,19596
Fri,Dec,18,2015,7:00p,BKN,97,IND,104,16548
Fri,Dec,18,2015,8:00p,TOR,108,MIA,94,19600
Fri,Dec,18,2015,8:00p,SAC,95,MIN,99,12770
Fri,Dec,18,2015,7:00p,POR,94,ORL,102,17156
Fri,Dec,18,2015,7:00p,NYK,107,PHI,97,17880
Fri,Dec,18,2015,10:30p,NOP,88,PHX,104,17227
Fri,Dec,18,2015,8:00p,LAC,107,SAS,115,18418
Fri,Dec,18,2015,9:00p,DEN,88,UTA,97,19169
Sat,Dec,19,2015,8:00p,LAC,97,HOU,107,18212
Sat,Dec,19,2015,8:00p,IND,84,MEM,96,18119
Sat,Dec,19,2015,7:30p,CHI,91,NYK,107,19812
Sat,Dec,19,2015,5:00p,LAL,78,OKC,118,18203
Sat,Dec,19,2015,7:00p,CHA,101,WAS,109,16987
Sun,Dec,20,2015,1:00p,MIN,100,BKN,85,14552
Sun,Dec,20,2015,3:30p,PHI,86,CLE,108,20562
Sun,Dec,20,2015,8:00p,NOP,130,DEN,125,13857
Sun,Dec,20,2015,1:00p,POR,109,MIA,116,19600
Sun,Dec,20,2015,6:00p,ATL,103,ORL,100,16982
Sun,Dec,20,2015,5:00p,MIL,101,PHX,95,16859
Sun,Dec,20,2015,6:00p,SAC,104,TOR,94,19800
Mon,Dec,21,2015,8:00p,POR,97,ATL,106,18373
Mon,Dec,21,2015,7:30p,MIN,99,BOS,113,18624
Mon,Dec,21,2015,8:00p,BKN,105,CHI,102,21825
Mon,Dec,21,2015,8:00p,CHA,95,HOU,102,18236
Mon,Dec,21,2015,10:30p,OKC,100,LAC,99,19415
Mon,Dec,21,2015,7:30p,ORL,107,NYK,99,19812
Mon,Dec,21,2015,8:30p,IND,92,SAS,106,18418
Mon,Dec,21,2015,9:00p,PHX,89,UTA,110,19911
Mon,Dec,21,2015,7:00p,SAC,99,WAS,113,15124
Tue,Dec,22,2015,9:00p,LAL,111,DEN,107,19124
Tue,Dec,22,2015,7:30p,DET,93,MIA,92,19901
Tue,Dec,22,2015,7:00p,MEM,104,PHI,90,15552
Tue,Dec,22,2015,7:30p,DAL,99,TOR,103,19800
Wed,Dec,23,2015,8:00p,DET,100,ATL,107,17575
Wed,Dec,23,2015,7:30p,DAL,119,BKN,118,15994
