Day,Month,DayNumber,Year,StartTime,Visitor,VisitorPoints,Home,HomePoints,,,AttendeeNumber,Notes
Tue,Oct,17,2017,8:01p,BOS,99,CLE,102,Box Score,,20562,
Tue,Oct,17,2017,10:30p,HOU,122,GSW,121,Box Score,,19596,
Wed,Oct,18,2017,7:30p,MIL,108,BOS,100,Box Score,,18624,
Wed,Oct,18,2017,8:30p,ATL,117,DAL,111,Box Score,,19709,
Wed,Oct,18,2017,7:00p,CHA,90,DET,102,Box Score,,20491,
Wed,Oct,18,2017,7:00p,BKN,131,IND,140,Box Score,,15008,
Wed,Oct,18,2017,8:00p,NOP,91,MEM,103,Box Score,,17794,
Wed,Oct,18,2017,7:00p,MIA,109,ORL,116,Box Score,,18846,
Wed,Oct,18,2017,10:00p,POR,124,PHX,76,Box Score,,18055,
Wed,Oct,18,2017,10:00p,HOU,105,SAC,100,Box Score,,17583,
Wed,Oct,18,2017,9:30p,MIN,99,SAS,107,Box Score,,18418,
Wed,Oct,18,2017,9:00p,DEN,96,UTA,106,Box Score,,17588,
Wed,Oct,18,2017,7:00p,PHI,115,WAS,120,Box Score,,20356,
Thu,Oct,19,2017,10:30p,LAC,108,LAL,92,Box Score,,18997,
Thu,Oct,19,2017,8:00p,NYK,84,OKC,105,Box Score,,18203,
Thu,Oct,19,2017,7:30p,CHI,100,TOR,117,Box Score,,19800,
Fri,Oct,20,2017,7:30p,ORL,121,BKN,126,Box Score,,16144,
Fri,Oct,20,2017,7:00p,ATL,91,CHA,109,Box Score,,18417,
Fri,Oct,20,2017,8:30p,SAC,93,DAL,88,Box Score,,19273,
Fri,Oct,20,2017,7:00p,POR,114,IND,96,Box Score,,15325,
Fri,Oct,20,2017,7:00p,CLE,116,MIL,97,Box Score,,18717,
Fri,Oct,20,2017,8:00p,UTA,97,MIN,100,Box Score,,18978,
Fri,Oct,20,2017,9:30p,GSW,128,NOP,120,Box Score,,18171,
Fri,Oct,20,2017,7:00p,BOS,102,PHI,92,Box Score,,20816,
Fri,Oct,20,2017,10:00p,LAL,132,PHX,130,Box Score,,18055,
Fri,Oct,20,2017,7:00p,DET,111,WAS,115,Box Score,,16337,
Sat,Oct,21,2017,8:00p,SAS,87,CHI,77,Box Score,,21640,
Sat,Oct,21,2017,8:00p,ORL,114,CLE,93,Box Score,,20562,
Sat,Oct,21,2017,9:00p,SAC,79,DEN,96,Box Score,,19520,
Sat,Oct,21,2017,8:00p,DAL,91,HOU,107,Box Score,,18055,
Sat,Oct,21,2017,10:30p,PHX,88,LAC,130,Box Score,,19068,
Sat,Oct,21,2017,8:00p,GSW,101,MEM,111,Box Score,,17794,
Sat,Oct,21,2017,8:00p,IND,108,MIA,112,Box Score,,19600,
Sat,Oct,21,2017,8:30p,POR,110,MIL,113,Box Score,,16211,
Sat,Oct,21,2017,8:00p,DET,111,NYK,107,Box Score,,19812,
Sat,Oct,21,2017,7:30p,PHI,94,TOR,128,Box Score,,19800,
Sat,Oct,21,2017,9:00p,OKC,87,UTA,96,Box Score,,18300,
Sun,Oct,22,2017,3:30p,ATL,104,BKN,116,Box Score,,13917,
Sun,Oct,22,2017,9:30p,NOP,119,LAL,112,Box Score,,18997,
Sun,Oct,22,2017,7:00p,MIN,115,OKC,113,Box Score,,18203,
Mon,Oct,23,2017,8:30p,GSW,133,DAL,103,Box Score,,19875,
Mon,Oct,23,2017,9:00p,WAS,109,DEN,104,Box Score,,14294,
Mon,Oct,23,2017,7:00p,PHI,97,DET,86,Box Score,,13709,
Mon,Oct,23,2017,8:00p,MEM,98,HOU,90,Box Score,,17129,
Mon,Oct,23,2017,7:30p,ATL,93,MIA,104,Box Score,,19600,
Mon,Oct,23,2017,8:00p,CHA,94,MIL,103,Box Score,,12887,
Mon,Oct,23,2017,10:00p,SAC,115,PHX,117,Box Score,,14903,
Mon,Oct,23,2017,8:30p,TOR,97,SAS,101,Box Score,,18418,
Tue,Oct,24,2017,7:30p,NYK,89,BOS,110,Box Score,,18624,
Tue,Oct,24,2017,7:00p,CHI,112,CLE,119,Box Score,,20562,
Tue,Oct,24,2017,10:30p,UTA,84,LAC,102,Box Score,,16607,
Tue,Oct,24,2017,8:00p,IND,130,MIN,107,Box Score,,14353,
Tue,Oct,24,2017,7:00p,BKN,121,ORL,125,Box Score,,16015,
Tue,Oct,24,2017,10:00p,NOP,93,POR,103,Box Score,,19446,
Wed,Oct,25,2017,7:30p,CLE,107,BKN,112,Box Score,,17732,
Wed,Oct,25,2017,7:00p,DEN,93,CHA,110,Box Score,,14253,
Wed,Oct,25,2017,8:30p,MEM,94,DAL,103,Box Score,,19674,
Wed,Oct,25,2017,7:00p,MIN,101,DET,122,Box Score,,13790,
Wed,Oct,25,2017,10:30p,TOR,112,GSW,117,Box Score,,19596,
Wed,Oct,25,2017,10:30p,WAS,99,LAL,102,Box Score,OT,18996,
Wed,Oct,25,2017,8:00p,SAS,117,MIA,100,Box Score,,19600,
Wed,Oct,25,2017,8:00p,IND,96,OKC,114,Box Score,,18203,
Wed,Oct,25,2017,7:00p,HOU,105,PHI,104,Box Score,,20682,
Wed,Oct,25,2017,10:00p,UTA,88,PHX,97,Box Score,,16022,
Thu,Oct,26,2017,8:00p,ATL,86,CHI,91,Box Score,,21104,
Thu,Oct,26,2017,8:00p,DAL,91,MEM,96,Box Score,,15839,
Thu,Oct,26,2017,8:00p,BOS,96,MIL,89,Box Score,,11046,
Thu,Oct,26,2017,10:00p,LAC,104,POR,103,Box Score,,18694,
Thu,Oct,26,2017,10:30p,NOP,114,SAC,106,Box Score,,17583,
Fri,Oct,27,2017,7:30p,DEN,105,ATL,100,Box Score,,16220,
Fri,Oct,27,2017,7:00p,HOU,109,CHA,93,Box Score,,17339,
Fri,Oct,27,2017,10:30p,WAS,117,GSW,120,Box Score,,19596,
Fri,Oct,27,2017,10:30p,TOR,101,LAL,92,Box Score,,17876,
Fri,Oct,27,2017,8:00p,OKC,116,MIN,119,Box Score,,17620,
Fri,Oct,27,2017,7:30p,BKN,86,NYK,107,Box Score,,19812,
Fri,Oct,27,2017,7:00p,SAS,87,ORL,114,Box Score,,17337,
Sat,Oct,28,2017,8:00p,OKC,101,CHI,69,Box Score,,21706,
Sat,Oct,28,2017,8:30p,PHI,112,DAL,110,Box Score,,19567,
Sat,Oct,28,2017,10:30p,DET,95,LAC,87,Box Score,,17247,
Sat,Oct,28,2017,8:00p,HOU,89,MEM,103,Box Score,,17033,
Sat,Oct,28,2017,8:00p,BOS,96,MIA,90,Box Score,,19600,
Sat,Oct,28,2017,7:00p,CLE,101,NOP,123,Box Score,,18539,
Sat,Oct,28,2017,10:00p,PHX,107,POR,114,Box Score,,19343,
Sat,Oct,28,2017,9:00p,LAL,81,UTA,96,Box Score,,18306,
Sun,Oct,29,2017,3:30p,MIL,117,ATL,106,Box Score,,14014,
Sun,Oct,29,2017,6:00p,DEN,124,BKN,111,Box Score,,14854,
Sun,Oct,29,2017,6:00p,ORL,113,CHA,120,Box Score,,15531,
Sun,Oct,29,2017,7:00p,NYK,114,CLE,95,Box Score,,20562,
Sun,Oct,29,2017,8:30p,DET,115,GSW,107,Box Score,,19596,
Sun,Oct,29,2017,4:30p,SAS,94,IND,97,Box Score,,15013,
Sun,Oct,29,2017,6:00p,WAS,110,SAC,83,Box Score,,17583,
Mon,Oct,30,2017,7:30p,SAS,94,BOS,108,Box Score,,18624,
Mon,Oct,30,2017,8:00p,PHI,115,HOU,107,Box Score,,16714,
Mon,Oct,30,2017,10:30p,GSW,141,LAC,113,Box Score,,19068,
Mon,Oct,30,2017,8:00p,CHA,104,MEM,99,Box Score,,15771,
Mon,Oct,30,2017,7:30p,MIN,125,MIA,122,Box Score,OT,19600,
Mon,Oct,30,2017,8:00p,ORL,115,NOP,99,Box Score,,14004,
Mon,Oct,30,2017,7:30p,DEN,110,NYK,116,Box Score,,19812,
Mon,Oct,30,2017,10:00p,TOR,99,POR,85,Box Score,,18505,
Mon,Oct,30,2017,9:00p,DAL,89,UTA,104,Box Score,,16221,
Tue,Oct,31,2017,7:30p,PHX,122,BKN,114,Box Score,,12936,
Tue,Oct,31,2017,7:00p,SAC,83,IND,101,Box Score,,12245,
Tue,Oct,31,2017,10:30p,DET,93,LAL,113,Box Score,,17569,
Tue,Oct,31,2017,8:00p,OKC,110,MIL,91,Box Score,,16713,
Wed,Nov,1,2017,7:30p,SAC,86,BOS,113,Box Score,,18624,
Wed,Nov,1,2017,7:00p,MIL,121,CHA,126,Box Score,,15655,
Wed,Nov,1,2017,7:00p,IND,124,CLE,107,Box Score,,20562,
Wed,Nov,1,2017,9:00p,TOR,111,DEN,129,Box Score,,14072,
Wed,Nov,1,2017,10:30p,DAL,98,LAC,119,Box Score,,13487,
Wed,Nov,1,2017,8:00p,ORL,101,MEM,99,Box Score,,15434,
Wed,Nov,1,2017,7:30p,CHI,91,MIA,97,Box Score,,19600,
Wed,Nov,1,2017,8:00p,MIN,104,NOP,98,Box Score,,14788,
Wed,Nov,1,2017,8:00p,HOU,119,NYK,97,Box Score,,18320,
Wed,Nov,1,2017,7:00p,ATL,109,PHI,119,Box Score,,20549,
Wed,Nov,1,2017,9:00p,POR,103,UTA,112,Box Score,OT,16685,
Wed,Nov,1,2017,7:00p,PHX,122,WAS,116,Box Score,,14790,
Thu,Nov,2,2017,10:30p,LAL,110,POR,113,Box Score,,19469,
Thu,Nov,2,2017,8:00p,GSW,112,SAS,92,Box Score,,18418,
Fri,Nov,3,2017,7:30p,HOU,119,ATL,104,Box Score,,14087,
Fri,Nov,3,2017,8:30p,NOP,99,DAL,94,Box Score,,19894,
Fri,Nov,3,2017,9:00p,MIA,94,DEN,95,Box Score,,15317,
Fri,Nov,3,2017,7:00p,MIL,96,DET,105,Box Score,,17207,
Fri,Nov,3,2017,10:30p,BKN,112,LAL,124,Box Score,,18997,
Fri,Nov,3,2017,7:30p,PHX,107,NYK,120,Box Score,,19404,
Fri,Nov,3,2017,9:30p,BOS,101,OKC,94,Box Score,,18203,
Fri,Nov,3,2017,7:00p,CHI,105,ORL,83,Box Score,,19171,
Fri,Nov,3,2017,7:00p,IND,110,PHI,121,Box Score,,20668,
Fri,Nov,3,2017,8:30p,CHA,101,SAS,108,Box Score,,18418,
Fri,Nov,3,2017,9:00p,TOR,109,UTA,100,Box Score,,16258,
Fri,Nov,3,2017,7:00p,CLE,130,WAS,122,Box Score,,20356,
Sat,Nov,4,2017,8:00p,NOP,96,CHI,90,Box Score,OT,21254,
Sat,Nov,4,2017,9:00p,GSW,127,DEN,108,Box Score,,19711,
Sat,Nov,4,2017,7:00p,SAC,99,DET,108,Box Score,,17683,
Sat,Nov,4,2017,3:30p,MEM,113,LAC,104,Box Score,,14777,
Sat,Nov,4,2017,8:00p,DAL,99,MIN,112,Box Score,,16837,
Sun,Nov,5,2017,3:00p,ATL,117,CLE,115,Box Score,,20562,
Sun,Nov,5,2017,7:00p,UTA,110,HOU,137,Box Score,,16914,
Sun,Nov,5,2017,3:30p,MIA,104,LAC,101,Box Score,,15676,
Sun,Nov,5,2017,9:30p,MEM,102,LAL,107,Box Score,,18997,
Sun,Nov,5,2017,8:00p,CHA,94,MIN,112,Box Score,,14124,
Sun,Nov,5,2017,7:30p,IND,101,NYK,108,Box Score,,17889,
Sun,Nov,5,2017,6:00p,BOS,104,ORL,88,Box Score,,17731,
Sun,Nov,5,2017,9:00p,OKC,99,POR,103,Box Score,,19393,
Sun,Nov,5,2017,7:00p,PHX,95,SAS,112,Box Score,,18038,
Sun,Nov,5,2017,6:00p,WAS,107,TOR,96,Box Score,,19800,
Mon,Nov,6,2017,7:30p,BOS,110,ATL,107,Box Score,,13215,
Mon,Nov,6,2017,10:30p,MIA,80,GSW,97,Box Score,,19596,
Mon,Nov,6,2017,9:00p,BKN,98,PHX,92,Box Score,,15905,
Tue,Nov,7,2017,7:00p,MIL,119,CLE,124,Box Score,,20562,
Tue,Nov,7,2017,9:00p,BKN,104,DEN,112,Box Score,,14058,
Tue,Nov,7,2017,7:00p,NOP,117,IND,112,Box Score,,15014,
Tue,Nov,7,2017,7:30p,CHA,113,NYK,118,Box Score,,18704,
Tue,Nov,7,2017,10:00p,MEM,98,POR,97,Box Score,,18692,
Tue,Nov,7,2017,10:00p,OKC,86,SAC,94,Box Score,,17583,
Tue,Nov,7,2017,8:30p,LAC,107,SAS,120,Box Score,,18418,
Tue,Nov,7,2017,7:30p,CHI,114,TOR,119,Box Score,,19800,
Tue,Nov,7,2017,9:00p,PHI,104,UTA,97,Box Score,,16063,
Tue,Nov,7,2017,7:00p,DAL,113,WAS,99,Box Score,,14505,
Wed,Nov,8,2017,8:00p,LAL,96,BOS,107,Box Score,,18624,
Wed,Nov,8,2017,7:00p,IND,97,DET,114,Box Score,,14407,
Wed,Nov,8,2017,10:30p,MIN,101,GSW,125,Box Score,,19596,
Wed,Nov,8,2017,7:00p,NYK,99,ORL,112,Box Score,,18803,
Wed,Nov,8,2017,9:00p,MIA,126,PHX,115,Box Score,,16500,
Thu,Nov,9,2017,10:30p,OKC,94,DEN,102,Box Score,,19520,
Thu,Nov,9,2017,8:00p,CLE,113,HOU,117,Box Score,,18055,
Thu,Nov,9,2017,10:00p,PHI,108,SAC,109,Box Score,,17583,
Thu,Nov,9,2017,7:30p,NOP,118,TOR,122,Box Score,,19800,
Thu,Nov,9,2017,7:00p,LAL,95,WAS,111,Box Score,,20356,
Fri,Nov,10,2017,7:30p,CHA,87,BOS,90,Box Score,,18624,
Fri,Nov,10,2017,8:00p,IND,105,CHI,87,Box Score,,22416,
Fri,Nov,10,2017,7:00p,ATL,104,DET,111,Box Score,,16687,
Fri,Nov,10,2017,9:00p,LAC,111,OKC,120,Box Score,,18203,
Fri,Nov,10,2017,9:00p,ORL,128,PHX,112,Box Score,,16507,
Fri,Nov,10,2017,10:00p,BKN,101,POR,97,Box Score,,19393,
Fri,Nov,10,2017,9:00p,MIL,94,SAS,87,Box Score,,18418,
Fri,Nov,10,2017,9:00p,MIA,84,UTA,74,Box Score,,18306,
Sat,Nov,11,2017,8:30p,CLE,111,DAL,104,Box Score,,20378,
Sat,Nov,11,2017,9:00p,ORL,107,DEN,125,Box Score,,16688,
Sat,Nov,11,2017,8:30p,PHI,114,GSW,135,Box Score,,19596,
Sat,Nov,11,2017,8:00p,MEM,96,HOU,111,Box Score,,18055,
Sat,Nov,11,2017,8:30p,LAL,90,MIL,98,Box Score,,18717,
Sat,Nov,11,2017,7:00p,LAC,103,NOP,111,Box Score,,17624,
Sat,Nov,11,2017,8:00p,SAC,91,NYK,118,Box Score,,19812,
Sat,Nov,11,2017,9:00p,MIN,110,PHX,118,Box Score,,16910,
Sat,Nov,11,2017,8:30p,CHI,94,SAS,133,Box Score,,18418,
Sat,Nov,11,2017,9:00p,BKN,106,UTA,114,Box Score,,17413,
Sat,Nov,11,2017,7:00p,ATL,94,WAS,113,Box Score,,17260,
Sun,Nov,12,2017,3:30p,TOR,94,BOS,95,Box Score,,18624,
Sun,Nov,12,2017,4:00p,MIA,103,DET,112,Box Score,,16236,
Sun,Nov,12,2017,6:00p,HOU,118,IND,95,Box Score,,15581,
Sun,Nov,12,2017,7:00p,DAL,99,OKC,112,Box Score,,18203,
Mon,Nov,13,2017,10:30p,ORL,100,GSW,110,Box Score,,19596,
Mon,Nov,13,2017,10:30p,PHI,109,LAC,105,Box Score,,19068,
Mon,Nov,13,2017,8:00p,MEM,103,MIL,110,Box Score,,13244,
Mon,Nov,13,2017,8:00p,ATL,105,NOP,106,Box Score,,14631,
Mon,Nov,13,2017,7:30p,CLE,104,NYK,101,Box Score,,19812,
Mon,Nov,13,2017,9:00p,LAL,100,PHX,93,Box Score,,17533,
Mon,Nov,13,2017,10:00p,DEN,82,POR,99,Box Score,,18895,
Mon,Nov,13,2017,9:00p,MIN,109,UTA,98,Box Score,,17236,
Mon,Nov,13,2017,7:00p,SAC,92,WAS,110,Box Score,,14660,
Tue,Nov,14,2017,7:30p,BOS,109,BKN,102,Box Score,,17732,
Tue,Nov,14,2017,8:30p,SAS,97,DAL,91,Box Score,,19535,
Tue,Nov,14,2017,8:00p,TOR,129,HOU,113,Box Score,,18055,
Wed,Nov,15,2017,7:30p,SAC,80,ATL,126,Box Score,,13860,
Wed,Nov,15,2017,8:00p,CLE,115,CHA,107,Box Score,,19427,
Wed,Nov,15,2017,10:30p,PHI,115,LAL,109,Box Score,,18997,
Wed,Nov,15,2017,8:00p,IND,116,MEM,113,Box Score,,16033,
Wed,Nov,15,2017,7:30p,WAS,102,MIA,93,Box Score,,19600,
Wed,Nov,15,2017,8:00p,DET,95,MIL,99,Box Score,,14594,
Wed,Nov,15,2017,8:00p,SAS,86,MIN,98,Box Score,,18978,
Wed,Nov,15,2017,8:00p,TOR,125,NOP,116,Box Score,,15654,
Wed,Nov,15,2017,7:30p,UTA,101,NYK,106,Box Score,,18695,
Wed,Nov,15,2017,8:00p,CHI,79,OKC,92,Box Score,,18203,
Wed,Nov,15,2017,10:00p,ORL,94,POR,99,Box Score,,19206,
Thu,Nov,16,2017,8:00p,GSW,88,BOS,92,Box Score,,18624,
Thu,Nov,16,2017,10:30p,HOU,142,PHX,116,Box Score,,16875,
Fri,Nov,17,2017,7:30p,UTA,107,BKN,118,Box Score,,14495,
Fri,Nov,17,2017,8:00p,CHA,120,CHI,123,Box Score,,20493,
Fri,Nov,17,2017,7:30p,LAC,113,CLE,118,Box Score,OT,20562,
Fri,Nov,17,2017,8:30p,MIN,111,DAL,87,Box Score,,19459,
Fri,Nov,17,2017,10:30p,NOP,114,DEN,146,Box Score,,16816,
Fri,Nov,17,2017,7:00p,DET,100,IND,107,Box Score,,17188,
Fri,Nov,17,2017,10:30p,PHX,122,LAL,113,Box Score,,18997,
Fri,Nov,17,2017,10:00p,POR,82,SAC,86,Box Score,,17583,
Fri,Nov,17,2017,8:00p,OKC,101,SAS,104,Box Score,,18418,
Fri,Nov,17,2017,7:30p,NYK,84,TOR,107,Box Score,,19800,
Fri,Nov,17,2017,7:00p,MIA,91,WAS,88,Box Score,,17551,
Sat,Nov,18,2017,7:30p,BOS,110,ATL,99,Box Score,,16381,
Sat,Nov,18,2017,7:00p,LAC,87,CHA,102,Box Score,,17640,
Sat,Nov,18,2017,9:00p,MIL,79,DAL,111,Box Score,,19949,
Sat,Nov,18,2017,8:00p,HOU,105,MEM,83,Box Score,,17266,
Sat,Nov,18,2017,7:00p,UTA,125,ORL,85,Box Score,,19157,
Sat,Nov,18,2017,7:30p,GSW,124,PHI,116,Box Score,,20848,
Sat,Nov,18,2017,10:00p,SAC,90,POR,102,Box Score,,19522,
Sun,Nov,19,2017,6:00p,GSW,118,BKN,111,Box Score,,17732,
Sun,Nov,19,2017,9:30p,DEN,109,LAL,127,Box Score,,18997,
Sun,Nov,19,2017,5:00p,IND,120,MIA,95,Box Score,,19600,
Sun,Nov,19,2017,7:00p,DET,100,MIN,97,Box Score,,16069,
Sun,Nov,19,2017,8:00p,CHI,105,PHX,113,Box Score,,16264,
Sun,Nov,19,2017,3:30p,WAS,91,TOR,100,Box Score,,19800,
Mon,Nov,20,2017,7:00p,MIN,102,CHA,118,Box Score,,15978,
Mon,Nov,20,2017,8:30p,BOS,110,DAL,102,Box Score,OT,20302,
Mon,Nov,20,2017,7:00p,CLE,116,DET,88,Box Score,,20491,
Mon,Nov,20,2017,8:00p,POR,100,MEM,92,Box Score,,15785,
Mon,Nov,20,2017,8:00p,WAS,99,MIL,88,Box Score,,16122,
Mon,Nov,20,2017,8:00p,OKC,107,NOP,114,Box Score,,16765,
Mon,Nov,20,2017,7:30p,LAC,85,NYK,107,Box Score,,18848,
Mon,Nov,20,2017,7:00p,IND,105,ORL,97,Box Score,,17239,
Mon,Nov,20,2017,7:00p,UTA,86,PHI,107,Box Score,,20587,
Mon,Nov,20,2017,10:00p,DEN,114,SAC,98,Box Score,,17583,
Mon,Nov,20,2017,8:30p,ATL,85,SAS,96,Box Score,,18418,
Tue,Nov,21,2017,10:30p,CHI,94,LAL,103,Box Score,,18997,
Wed,Nov,22,2017,7:30p,LAC,116,ATL,103,Box Score,,12675,
Wed,Nov,22,2017,7:00p,WAS,124,CHA,129,Box Score,OT,16041,
Wed,Nov,22,2017,7:00p,BKN,109,CLE,119,Box Score,,20562,
Wed,Nov,22,2017,8:00p,DEN,95,HOU,125,Box Score,,18055,
Wed,Nov,22,2017,8:00p,DAL,95,MEM,94,Box Score,,16101,
Wed,Nov,22,2017,7:30p,BOS,98,MIA,104,Box Score,,19704,
Wed,Nov,22,2017,8:00p,ORL,118,MIN,124,Box Score,,16402,
Wed,Nov,22,2017,8:00p,SAS,90,NOP,107,Box Score,,17539,
Wed,Nov,22,2017,7:30p,TOR,100,NYK,108,Box Score,,19812,
Wed,Nov,22,2017,8:00p,GSW,91,OKC,108,Box Score,,18203,
Wed,Nov,22,2017,7:00p,POR,81,PHI,101,Box Score,,20605,
Wed,Nov,22,2017,9:00p,MIL,113,PHX,107,Box Score,OT,16270,
Wed,Nov,22,2017,10:30p,LAL,102,SAC,113,Box Score,,17583,
Wed,Nov,22,2017,9:00p,CHI,80,UTA,110,Box Score,,17434,
Fri,Nov,24,2017,7:30p,NYK,104,ATL,116,Box Score,,14355,
Fri,Nov,24,2017,7:30p,ORL,103,BOS,118,Box Score,,18624,
Fri,Nov,24,2017,12:00p,POR,127,BKN,125,Box Score,,15246,
Fri,Nov,24,2017,8:00p,CHA,99,CLE,100,Box Score,,20562,
Fri,Nov,24,2017,9:00p,MEM,92,DEN,104,Box Score,,16736,
Fri,Nov,24,2017,10:30p,CHI,94,GSW,143,Box Score,,19596,
Fri,Nov,24,2017,8:00p,TOR,104,IND,107,Box Score,,16523,
Fri,Nov,24,2017,8:00p,MIA,109,MIN,97,Box Score,,18978,
Fri,Nov,24,2017,8:00p,DET,99,OKC,98,Box Score,,18203,
Fri,Nov,24,2017,9:00p,NOP,115,PHX,91,Box Score,,16574,
Sat,Nov,25,2017,7:30p,TOR,112,ATL,78,Box Score,,12278,
Sat,Nov,25,2017,7:00p,SAS,106,CHA,86,Box Score,,18597,
Sat,Nov,25,2017,8:30p,OKC,81,DAL,97,Box Score,,20340,
Sat,Nov,25,2017,8:30p,NOP,95,GSW,110,Box Score,,19596,
Sat,Nov,25,2017,8:00p,NYK,102,HOU,117,Box Score,,18055,
Sat,Nov,25,2017,8:00p,BOS,108,IND,98,Box Score,,16303,
Sat,Nov,25,2017,7:00p,ORL,111,PHI,130,Box Score,,20585,
Sat,Nov,25,2017,10:00p,LAC,97,SAC,95,Box Score,,17583,
Sat,Nov,25,2017,9:00p,MIL,108,UTA,121,Box Score,,17298,
Sat,Nov,25,2017,7:00p,POR,108,WAS,105,Box Score,,18092,
Sun,Nov,26,2017,3:30p,MIA,100,CHI,93,Box Score,,20928,
Sun,Nov,26,2017,6:00p,BKN,98,MEM,88,Box Score,,14889,
Sun,Nov,26,2017,3:30p,PHX,108,MIN,119,Box Score,,16448,
Mon,Nov,27,2017,7:30p,DET,118,BOS,108,Box Score,,18624,
Mon,Nov,27,2017,10:30p,SAC,110,GSW,106,Box Score,,19596,
Mon,Nov,27,2017,8:00p,BKN,103,HOU,117,Box Score,,16189,
Mon,Nov,27,2017,7:00p,ORL,109,IND,121,Box Score,,12501,
Mon,Nov,27,2017,10:30p,LAL,115,LAC,120,Box Score,,18086,
Mon,Nov,27,2017,7:30p,POR,103,NYK,91,Box Score,,18409,
Mon,Nov,27,2017,7:00p,CLE,113,PHI,91,Box Score,,20527,
Mon,Nov,27,2017,8:30p,DAL,108,SAS,115,Box Score,,17918,
Tue,Nov,28,2017,8:00p,PHX,104,CHI,99,Box Score,,18324,
Tue,Nov,28,2017,7:00p,MIA,97,CLE,108,Box Score,,20562,
Tue,Nov,28,2017,8:00p,WAS,92,MIN,89,Box Score,,13442,
Tue,Nov,28,2017,10:00p,MIL,112,SAC,87,Box Score,,17583,
Tue,Nov,28,2017,10:00p,DEN,77,UTA,106,Box Score,,16790,
Wed,Nov,29,2017,8:30p,BKN,109,DAL,104,Box Score,,19327,
Wed,Nov,29,2017,7:00p,PHX,107,DET,131,Box Score,,18096,
Wed,Nov,29,2017,8:00p,IND,97,HOU,118,Box Score,,16760,
Wed,Nov,29,2017,10:30p,GSW,127,LAL,123,Box Score,OT,18997,
Wed,Nov,29,2017,8:00p,MIN,120,NOP,102,Box Score,,15555,
Wed,Nov,29,2017,7:30p,MIA,86,NYK,115,Box Score,,17693,
Wed,Nov,29,2017,7:00p,OKC,108,ORL,121,Box Score,,17797,
Wed,Nov,29,2017,7:00p,WAS,113,PHI,118,Box Score,,20492,
Wed,Nov,29,2017,8:30p,MEM,95,SAS,104,Box Score,,18013,
Wed,Nov,29,2017,7:30p,CHA,113,TOR,126,Box Score,,19800,
Thu,Nov,30,2017,7:30p,CLE,121,ATL,114,Box Score,,16379,
Thu,Nov,30,2017,7:30p,PHI,97,BOS,108,Box Score,,18624,
Thu,Nov,30,2017,9:00p,CHI,110,DEN,111,Box Score,,15156,
Thu,Nov,30,2017,10:30p,UTA,126,LAC,107,Box Score,,15139,
Thu,Nov,30,2017,10:00p,MIL,103,POR,91,Box Score,,19459,
Fri,Dec,1,2017,8:00p,SAC,107,CHI,106,Box Score,,19268,
Fri,Dec,1,2017,8:00p,SAS,95,MEM,79,Box Score,,16413,
Fri,Dec,1,2017,8:00p,CHA,100,MIA,105,Box Score,,19600,
Fri,Dec,1,2017,8:00p,MIN,107,OKC,111,Box Score,,18203,
Fri,Dec,1,2017,7:00p,GSW,133,ORL,112,Box Score,,18846,
Fri,Dec,1,2017,7:30p,IND,115,TOR,120,Box Score,,19800,
Fri,Dec,1,2017,9:00p,NOP,108,UTA,114,Box Score,,17725,
Fri,Dec,1,2017,7:00p,DET,91,WAS,109,Box Score,,17885,
Sat,Dec,2,2017,1:00p,PHX,111,BOS,116,Box Score,,18624,
Sat,Dec,2,2017,3:00p,ATL,114,BKN,102,Box Score,,13949,
Sat,Dec,2,2017,7:30p,MEM,111,CLE,116,Box Score,,20562,
Sat,Dec,2,2017,2:00p,LAC,82,DAL,108,Box Score,,19245,
Sat,Dec,2,2017,9:00p,LAL,100,DEN,115,Box Score,,19520,
Sat,Dec,2,2017,8:30p,SAC,104,MIL,109,Box Score,,15581,
Sat,Dec,2,2017,7:30p,DET,103,PHI,108,Box Score,,20562,
Sat,Dec,2,2017,10:00p,NOP,123,POR,116,Box Score,,18730,
Sun,Dec,3,2017,9:30p,HOU,118,LAL,95,Box Score,,18997,
Sun,Dec,3,2017,7:00p,GSW,123,MIA,95,Box Score,,19600,
Sun,Dec,3,2017,7:00p,LAC,106,MIN,112,Box Score,,13172,
Sun,Dec,3,2017,3:30p,ORL,105,NYK,100,Box Score,,19082,
Sun,Dec,3,2017,7:00p,SAS,87,OKC,90,Box Score,,18203,
Mon,Dec,4,2017,7:30p,BKN,110,ATL,90,Box Score,,12056,
Mon,Dec,4,2017,7:30p,MIL,100,BOS,111,Box Score,,18624,
Mon,Dec,4,2017,8:00p,CLE,113,CHI,91,Box Score,,21323,
Mon,Dec,4,2017,7:00p,ORL,94,CHA,104,Box Score,,14419,
Mon,Dec,4,2017,8:30p,DEN,105,DAL,122,Box Score,,19419,
Mon,Dec,4,2017,7:00p,NYK,97,IND,115,Box Score,,12018,
Mon,Dec,4,2017,8:00p,MIN,92,MEM,95,Box Score,,14012,
Mon,Dec,4,2017,8:00p,GSW,125,NOP,115,Box Score,,17004,
Mon,Dec,4,2017,7:00p,PHX,115,PHI,101,Box Score,,20564,
Mon,Dec,4,2017,8:30p,DET,93,SAS,96,Box Score,,18288,
Mon,Dec,4,2017,9:00p,WAS,69,UTA,116,Box Score,,17227,
